sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
107,229,107,"Govt.  High School , Vellamadam, , Main Building West Portion - 629305","1.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 2, 3, 5,
Ward.2, 3, 5.Vellamadam. , 2.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 2, 4, Ward 1,  Christhu Nagar. , 3.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 4, Ward 5, Kurukkalmadam. , 4.Shunmugapuram (R.V) Sahayanagar (P) Block 1, Ward 5 Vellamadam.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
108,229,108,"Govt.  High School, Erachakulam,,  West Portion North Building - 629901","1.Erachakulam (R.V) and (P) Block 1, Ward 1 Ezhavarkudieruppu. , 2.Erachakulam (R.V) and (P) Block 1, 3, 5 Ward 2 ,Bharathi Street. , 3.Erachakulam (R.V) and (P) Block 2, Ward 1 Ammankovil Street. , 4.Erachakulam (R.V) and (P) Block 2, 3, Ward 2 Nadarkudieruppu.",All Voters
109,229,109,"Govt.  High School, Erachakulam,,  East Portion North Building - 629302","1.Erachakulam (R.V) and (P) Block 5, 11, Ward 5 Pechankulam. ,
2.Erachakulam (R.V) and (P) Block 3, 4, 11, Ward 2 North Street, Mela theru Gramam , 3.Erachakulam (R.V) and (P) Block 2, 3, 4, Ward 2, 3,  Nadu Theru, Keezha Theru , 4.Erachakulam (R.V) and
(P) Block 5, Ward 3 Jeevanagar..,99.OVERSEAS ELECTORS
OVERSEAS ELECTORS",All Voters
110,229,110,"Govt.  Primary School, Erachakulam, , South Block West  Portion -
629902","1.Erachakulam (R.V) and (P) Block 6, Ward 4,  Ambalamthiruthi. , 2.Erachakulam (R.V) and (P) Block 6, 7, Ward 4, Nattaiyar Theru. , 3.Erachakulam (R.V) and (P) Block 6, 7, Ward 5, Arulgnanapuram ,",All Voters
111,229,111,"Govt. Primary School,
Erachakulam, , South Block East Portion - 629902","1.Erachakulam(R.V) and (P) Block 8, Ward 5, Inthiranagar Colony.99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
112,229,112,"Govt.  Primary  School, Erachakulam,,  (New Building) East Portion -
629902","1.Erachakulam(R.V) and (P) Block 8, 9 ,10 Ward  5, Vishnupuram. ,
2.Erachakulam (R.V) and (P) Block 5, 6, 11, Ward 5, Ambalamthiruthi..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
113,229,113,"Govt.  Primary School, Thirupathisaram, , Central Building East
Portion - 629901","1.Thiruppathisaram (R.V) and (P) Block 2, 3, Ward 1, Kandamettu Colony. , 2.Thiruppathisaram (R.V) and (P) Block 1, Ward 2, Thiruppathisaram Keezhoor.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
114,229,114,"Govt.  Primary School, Thirupathisaram,, Central Building Middle Portion - 629901","1.Thiruppathisaram (R.V) and (P) Block 4, 5, Ward  1, Thiruppathisaram Meloor.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
115,229,115,"Govt.  Primary School, Thirupathisaram,, Central Building East Portion.","1.Thiruppathisaram (R.V) and (P) Block 6, Ward 4, SouthThiruppathisaram , 2.Thiruppathisaram (R.V) and (P) Block 7, Ward 4, Perungkalmadai Street. , 3.Thiruppathisaram (R.V) and (P) Block 7, Ward 3, Nesavalar Colony. ,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
116,229,116,"Govt. Primary School, Thirupathisaram,,  East Building East Portion.
629901","1.Thiruppathisaram (R.V) and (P) Block 7, Ward 4, Ottoffice Salai.
,2.Thiruppathisaram (R.V) and (P) Block 8, Ward 2, Thiruvalluvar Street. , 3.Thiruppathisaram (R.V) and (P) Block 8, Ward 2 Shunmuganagar. , 4.Thiruppathisaram (R.V) and (P) Block 8, Ward 2, 3  Ellathar Theru. , 5.Thiruppathisaram (R.V) and (P) Block 8, Ward 3 Nanjil Nagar Vadakku..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
117,229,117,"Govt.  High School, Thirupathisaram, , New Building, West Portion - 629901","1.Thiruppathisaram (R.V) Beemanagari (P) Block 1, 2, 3, Ward 1, Vembattur , 2.Thiruppathisaram (R.V) Bhimanagari (P) Block 1, Ward 1, Vembathur Colony. , 3.Thiruppathisaram (R.V) Bhimanagari (P) Block 1, Ward 2 Rajiv Nagar. , 4.Thiruppathisaram (R.V) Bhimanagari (P) Block 1, 2, Ward 2 Ramanathapuram Vadakku , 5.Thiruppathisaram (R.V) Bhimanagari (P) Block 1, 2, 4, Ward 2, Ramanathapuram Therku.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
118,229,118,"Govt.  High School, Thirupathisaram, , New Building, East Portion - 629901","1.Thiruppathisaram (R.V) Bhimanagari (P) Block 1, 2, 3, Ward 3, Annanagar. , 2.Thiruppathisaram (R.V) Bhimanagari (P) Block 2, 3, 4, Ward  3, Karaiyankuzhi. , 3.Thiruppathisaram (R.V) Bhimanagari
(P) Block 3, 4, Ward 4, Bhimanagari. , 4.Thiruppathisaram (R.V) Bhimanagari (P) Block 4, Ward 5 Bhimanagari Colony.",All Voters
119,229,119,"Govt.  Primary School, Athalavilai, , Main Building,East Portion - 629303","1.Ramapuram (R.V.), Ramapuram (P) Ward 1, Block 1, Lekshmipuram , 2.Ramapuram (R.V.), Ramapuram (P) Ward 1, Block 1, Purametankulam , 3.Ramapuram (R.V.), Ramapuram (P) Ward 1, Block 1, Gurukkalmadam.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
120,229,120,"Govt.  Primary School, Athalavilai, , Main Building,West Portion North Side New Building - 629303","1.Ramapuram (R.V.), Ramapuram (P) Ward 1, Block 1, Athalavilai (Kovil Street) , 2.Ramapuram (R.V.), Ramapuram (P) Ward 1, Block 1, Athalavilai , 3.Ramapuram (R.V.), Ramapuram (P) Ward 2, Block 2, Kozhikottupothai , 4.Ramapuram (R.V.), Ramapuram (P) Ward 2, Block 3, Kozhikottupothai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
121,229,121,"Govt.  High School, Ramapuram, , Front Building, Middle Portion -
629303","1.Ramapuram (R.V.), Ramapuram (P) Ward 4, Kothankulam Ramapuram North , 2.Ramapuram (R.V.), Ramapuram (P) Ward 4, Block 4, Ramapuram.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
122,229,122,"Govt.  High School, Ramapuram, , North Building - 629303","1.Ramapuram (R.V.), Ramapuram (P) Ward 5, Block 6, Andarkulam , 2.Ramapuram (R.V.), Ramapuram (P) Ward 3, Block 7, Kottavilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
123,229,123,"St. Michaels High School School,  Rajavoor,, (New Building) East Portion - 629402","1.Marungoor (R.V.), Marungoor (T.P.) Ward 1,2, Block 1,2 Rajavoor North.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
124,229,124,"St. Michaels High School School,  Rajavoor, ,(New Building) East Portion - 629402","1.Marungoor (R.V.), Marungoor (T.P.) Ward 3, Block 3, Rajavoor South.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
125,229,125,"Govt.  Hr Sec School, Kumarapuram Thoppur,
, North Building, East Portion - 629402","1.Marungoor (R.V.), Marungoor (T.P.) Ward 4, Block 4, Kumarapuram Thoppur, Srikrishnapuram.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
126,229,126,"Govt.  Hr Sec School, Kumarapuram Thoppur,
, North Building, East Portion - 629402","1.Marungoor (R.V.), Marungoor (T.P.) Ward 5,13, Block 5,13, Periakulam , 2.Marungoor (R.V.), Marungoor (T.P.) Ward 13, Block 13, Periyakulam.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
127,229,127,"Little Flower Primary School, Ramanathichanputhoor,, East Portion - 629402","1.Marungoor (R.V.), Marungoor (T.P.) Ward 6,7, Block 4,5,6, Ramanathichanputhur.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
128,229,128,"Little Flower Primary School, Ramanathichanputhoor,
, West Portion - 629402","1.Marungoor (R.V.), Marungoor (T.P.) Ward 8, Block 7,8, Amaravathivilai, Sundavilai , 2.Marungoor (R.V.), Marungoor (T.P.) Ward 8, Block 8, Amaravathivilai , 3.Marungoor (R.V.), Marungoor (T.P.) Ward 8, Block 7,8, Amaravathivilai, Sundavilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
129,229,129,"Govt.  Hr.Sec. School, Kumarapuram Thoppor,
, North Building West Portion - 629402","1.Marungoor (R.V.), Marungoor (T.P.) Ward 9,10, Block 9,10, Marungoor.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
130,229,130,"Govt.  Hr.Sec. School, Kumarapuram Thoppor,, (South Building) Central Portion - 629402","1.Marungoor (R.V.), Marungoor (T.P.) Ward 11, Block 11, Marungoor ,.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
131,229,131,"Govt.  Hr.Sec. School, Kumarapuram Thoppor,
, West Building, North Portion - 629402","1.Marungoor (R.V.), Marungoor (T.P.) Ward 4,13, Block 4,13, Manickapuram ,  2.Marungoor (R.V.), Marungoor (T.P.) Ward 12, Block 12, Aathiyadi.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
132,229,132,"Govt.  Hr.Sec. School,
Kumarapuram Thoppoor,,  South Building, East Portion - 629402","1.Marungoor (R.V.), Marungoor (T.P.) Ward 11,14, Block 11,14, Thiruvanchinalloor, Padmanabanalloor. 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
133,229,133,"Govt. Hr.Sec. School, Kumarapuram Thoppoor,
, North New Building, North Portion - 629402","2.Marungoor (R.V.), Marungoor (T.P.) Ward 15, Block 15, Azhaganapuram.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
134,229,134,"Kavimani Desika Vinayagam Pillai Vasippu Salai Theroor,,  North Building, East Portion - 629704","1.Theroor (R.V.), Theroor (T.P.) Ward 1, Block 1, Balakrishnanputhoor, Uthirapatti , 2.Theroor (R.V.), Theroor (T.P.) Ward 2,4, Block 2,4, Theroor.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
135,229,135,"Kasthuribai Middle School,  Theroor,,  West Building, North Portion -
629704","1.Theroor (R.V.), Theroor (T.P.) Ward 3,4, Block 3, Theroor West Street , 2.Theroor (R.V.), Theroor (T.P.) Ward 8,12, Vananthittu, Subramaniapuram , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
136,229,136,"Kasthuribai Middle
School, Theroor, , West Building, South Portion - 629704","1.Theroor (R.V.), Theroor (T.P.) Ward 12, Block 14, Kasthuribaigramam, Sethulekshmipuram.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
137,229,137,"Govt.  Primary School, Puthugramam, ,Middle East Portion - 629303","1.Theroor (R.V.), Theroor (T.P.) Ward 5, Block 5, Karuppukottai ,
2.Theroor (R.V.), Theroor (T.P.) Ward 6, Block 6, Puthugramam , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
138,229,138,"Govt. Primary School, Puthugramam, , West New Building - 69303","1.Theroor (R.V.), Theroor (TP) Ward 7, Block 7, Puthugramam Colony , 2.Theroor (R.V.), Theroor (TP) Ward 7, Block 8, Sadaiyankulam., 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
139,229,139,"District Institute of
Education and Training Centre.
Kulasekaranputhoor., ,
Main Building, West Portion - 629704","1.Theroor (R.V.), Theroor (T.P.) Ward 9, Thandanayakkankonam, Theriyinvilai , 2.Theroor (R.V.), Theroor (T.P.) Ward 9,10,13, Block 10,11,15, Ezhavarkudieruppu.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
140,229,140,"District Institute of
Education and Training Centre.
Kulasekaranputhoor., ,
Main Building, West Portion - 629704","1.Theroor (R.V.), Theroor (T.P.) Ward 9,10,11, Block 10,12,13, Kulasekaranputhur , 2.Theroor (R.V.), Theroor (T.P.) Ward 10, Block 13, Kulasekaranputhur, Lekshmipuram.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
141,229,141,"Govt.  Middle School, Devakulam, , West Side Building - 629704","1.Theroor (R.V.), Theroor (T.P.) Ward 13,15, Block 15, 19,
Thevakulam, Mangulam, Kurandi , 2.Theroor (R.V.), Theroor (T.P.) Ward 13,14, Block 16, Chettiyarcolony, Sankaranputhoor ,
3.Theroor (R.V.), Theroor (T.P.) Ward 13,14, Block 16,17, Sankaranputhur , 4.Theroor (R.V.), Theroor (T.P.) Ward 13,14,15 Block 15,19 Kannanpathi.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
142,229,142,"Govt. Primary School Asramam,, , South Building North Portion -
629704","1.Nagercoil (M) Ward 12,  Kuzhathoor , 2.Nagercoil (M) Ward 12.Kulathoor Melakkulamcolony",All Voters
143,229,143,"Govt.  Primary School, Asramam, , South Building South Portion -
629704","1.Nagercoil (M) Ward 12, Asramam North, Pathinettampadi , 2.Suchindrum (R.V.), Suchindrum (T.P.) Ward 1, Block 10, Asramam South.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
144,229,144,"Govt.  Middle School, Suchindrum,,  Main Building East Portion - 629704","1.Suchindrum (R.V.), Suchindrum (T.P.) Ward 11,10, Block 2,3, Akkarai, Bharathi Street , 2.Suchindrum (r.v.), suchindrum (t.p.) Ward 10, Block 3, Kuthukkal, Akkarai, Kadaigramam.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
145,229,145,"Govt.  Middle School, Sucendram, , Main Building West Portion - 629704","1.Suchindrum (R.V.), Suchindrum (T.P.) Ward 12,13, Block 8,9, Akkarai Yogeeswarar Street , 2.Suchindrum (R.V.), Suchindrum (T.P.) Ward 13, Block 9, Akkarai (Chetty Street), Kulalar Street.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
146,229,146,"Govt.  Primary School, Vazhukkanparai, , New Building.South  Portion.
629704","1.Kulasekarapuram (R.V.), Suchindrum (T.P.) Ward 15, Block 4,5, Chidambarapuram , 2.Kulasekarapuram (R.V.), Suchindrum (T.P.) Ward 14,15, Block 5,6, Bharathi Street (Left Side), Manavilai
..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
147,229,147,"Govt.  Primary School, Vazhukkanparai, , North New Building.West Portion - 629704","1.Kulasekarapuram (R.V.), Suchindrum (T.P.) Ward 14,15, Block 4,5,6, Karaiyankuzhi Colony, Manavilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
148,229,148,"S. M.S.M. Hr. Sec. School, Sucendram, , Main
Building, South Portion - 629704","1.Suchindrum (R.V.), Suchindrum (T.P.) Ward 10, Block 7, Akkarai Police Station Road , 2.Suchindrum (R.V.), Suchindrum (T.P.) Ward 2, Block 11, Suchindrum Theppakulam Street, North Street , 3.Suchindrum (R.V.), Suchindrum (T.P.) Ward 4, Block 12, Sannathi Street, North Street , 4.Suchindrum (R.V.), Suchindrum (T.P.) Ward 4, Block 13, South Street.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
149,229,149,"S. M.S.M. Hr. Sec. School, Sucendram, ,
Thanammal Sundaram Pillai Memorial Building West Portion  - 629704","1.Suchindrum (R.V.), Suchindrum (T.P.) Ward 6, Block 15, Perambalam ,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
150,229,150,"S. M.S.M. Hr. Sec. School, Sucendram,, Thanammal
Sundaram Pillai Memorial Building East Portion - 629704","1.Suchindrum (R.V.), Suchindrum (T.P.) Ward 3, Block 17, Kalanchiyathu Mudukku.,,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
151,229,151,"Govt.  Primary School, Sucendram,,  North New Building, South Portion -
629704","1.Suchindrum (R.V.), Suchindrum (T.P.) Ward 5, Block 14, Kothaiyar Thitta Street , 2.Suchindrum (R.V.), Suchindrum (T.P.) Ward 5, Block 16, South Street, East Street ,99.OVERSEAS
ELECTORS OVERSEAS ELECTORS",All Voters
152,229,152,"Govt. Primary School, Sucendram , North New Building, North Portion -
629704","1.Suchindrum (R.V.), Suchindrum (T.P.) Ward 2, Block 18, West Street.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
153,229,153,"Govt.  Primary School, Sucendram, , North New Building, North Portion - 629704","1.Suchindrum (R.V.), Suchindrum (T.P.) Ward 3, Block 19, South Street , 2.Suchindrum (R.V.), Suchindrum (T.P.) Ward 3, Block 19, Therkkuman , 3.Suchindrum (R.V.), Suchindrum (T.P.) Ward 7, Block 22, Kakkamoor.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
154,229,154,"Govt.  Primary School, Karkadu, , North Portion
- 629704","1.Suchindrum (R.V.), Suchindrum (T.P.) Ward 6,8, Block 20,
Karkadu Asarimar Street , 2.Suchindrum (R.V.), Suchindrum (T.P.) Ward 11, Block 2, Karkadu Colony , 3.Suchindrum (R.V.), Suchindrum (T.P.) Ward 7, Block 23, Kurichi, Kakamoor North Street , 4.Suchindrum (R.V.), Suchindrum (T.P.) Ward 7, Block 23, Kurichi , 5.Suchindrum (R.V.), Suchindrum (T.P.) Ward 7, Block 23, Kakamoor North Street.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
155,229,155,"Govt.  Primary School, Karkadu, , South Portion
- 629704","1.Suchindrum (R.V.), Suchindrum (T.P.) Ward 9, Block 24,25
Karkadu , 2.Suchindrum (R.V.), Suchindrum (T.P.) Ward 9, Block 25, Parappuvilai , 3.Suchindrum (R.V.), Suchindrum (T.P.) Ward 9, Block 25, Karkadu Salai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
156,229,156,"Govt.  Middle School, Parakkai, Main Building,
, West Portion - 629601","1.Parakkai (R.V.), Parakkai (P) Ward 1,3, Block 1,2,Parakkai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
157,229,157,"Govt.  Middle School, Parakkai, , Main Building, Center West
Portion - 629601","1.Parakkai (R.V.), Parakkai (P) Ward 1,3, Block 4, Parakkai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
158,229,158,"Govt.  Middle School, Parakkai, , West Building South Portion - 629601","1.Parakkai (r.v.), parakkai (p) Ward 1,2,5, Block 3, Parakkai (Neelaveethi) , 2.Madhusoothanapuram (R.V.), Parakkai (P) Ward 2, Block 4, Mathusoothanapuram.,99.OVERSEAS ELECTORS
OVERSEAS ELECTORS",All Voters
159,229,159,"Govt. Middle School,
Parakkai, , Main Building,Front Portion - 629601","1.Parakkai (R.V.), Parakkai (P) Ward 3, Block 7, Parakkai,2.Parakkai (R.V.), Parakkai (P) Block 9, Parakkai, Manakudy Colony.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
160,229,160,"Govt. Middle School, Parakkai, , Main Building,Center East
Portion - 629601","1.Parakkai (R.V.), Parakkai (P) Black 8, Parakkai East Car Street, Kakkanputhur, Manakudy Colony , .,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
161,229,161,"Govt.  High School, Parakkai, Chetti Street, , West Building, West Room No 1 - 629601","1.Nagercoil (C) Ward 49, Kannankulam Colony, Chetty Street, East Street , 2.Nagercoil (C) Ward 49, Chetty Street, West Street, North Street.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
162,229,162,"Govt.  High School, Parakkai, Chetti Street, , Chetti Street, Main Building, West Room No
2 - 629601","1.Mathusoothanapuram (R.V.), Nagercoil (C) Ward 49, Block 3, West Street (Main Road)                           (Door No:1-37B2 to 4-216),99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
163,229,163,"Govt.  High School, Parakkai, Chetti Street, , Chetti Street, Main Building, West Room
No.4 - 629601","1,Mathusoothanapuram (R.V.), Nagercoil (C) Ward 49, Block 5, West Street (Main Road)                           (Door No: 5-1 to 5-234-15) 2, Mathusoothanapuram North (R.V.), Parakkai (P) Block 5, Parakkai North Street., 99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
164,229,164,"Govt.  High School, Parakkai,   Chetty Street,
, Main Building, East
Portion - 629601","1.Nagercoil (C) Ward 49, Chithiraithirumaharajapuram , 2.Nagercoil (C) Ward 50, N.G.O. Colony, Radhakrishnan Nager.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
165,229,165,"Anganwadi Center Pottalvilai - 629603,
Pottalvilai - 629603","1.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 50, Block 1,3, Vandikudieruppu North99.OVERSEAS ELECTORS",All Voters
166,229,166,"Govt. Primary School, Pulluvilai, , Main Building, North Portion -
629603","1.Mathusoothanapuram North  (R.V.), Nagercoil (C) Ward 50, Block 3, Vandikudieruppu.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
167,229,167,"Govt.  Primary School, Pulluvilai, , Main Building, South Portion - 629603","1.Mathusoothanapuram North  (R.V.), Nagercoil (C) Ward 50, Block 4, Mavilai Colony, Arisalkattuvilai , 2.Mathusoothanapuram North  (R.V.), Nagercoil (C) Ward 51, Block 142, Pulluvilai East , 3.Mathusoothanapuram North  (R.V.), Nagercoil (C) Ward 51, Block 6, Pulluvilai West.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
168,229,168,"Govt.  Primary School, Pulluvilai, , Main Building, North Portion - 629603","1.Mathusoothanapuram North  (R.V.), Nagercoil (C) Ward 50, Block 20, West Chinnavannanvilai , 2.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 50, Block 3, Vandikudieruppu, Chetty Street, East Street , 3.Mathusoothanapuram North  (R.V.), Nagercoil (C) Ward 51, Block 20, Chinnavannanvilai, West Kattuvilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
169,229,169,"Govt.  Primary School, Koilvilai, , New Building, North Portion - 629501","1.Mathusoothanapuram North  (R.V.), Nagercoil (C) Ward 50, Block 2, Muhilanvilai , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
170,229,170,"Govt. Primary School, Koilvilai, , New Building, South East Portion -
629501","1.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 51, Block 51, Kovilvilai, Udaiyappankudieruppu South.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
171,229,171,"Community Hall
Udaiyappankudieruppu - 629501,
Udaiyappankudieruppu -
629501","1.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 51, Block 22, Udaiyappankudieruppu South , 2.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 51, Block 23, Pillayarpuram.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
172,229,172,"Govt.  Primary School,
Koilvilai, , Central Portion New Building - 629501","1.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 50, Block 25, Parappuvilai, Kunchanvilai, 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
173,229,173,"Govt. Primary School, Koilvilai, , New Building, South Portion - 629501","1,Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 50, Block 25, N.G.O. Colony., 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
174,229,174,"Govt.  Primary School, Koilvilai, , New Building, South Portion - 629501","1.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 50, Block 25, Parappuvilai, Kunchanvilai, N.G.O. Colony , 2.Mathusoothanapuram North (R.V.),Nagercoil (C) Ward 50, Block 24, Vairavilai, Muhilanvilai South.,99.OVERSEAS ELECTORS
OVERSEAS ELECTORS",All Voters
175,229,175,"Govt.  Primary School, Kulathuvilai, , Main Building - 629501","1.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 52,  Block 7, North Kulathuvilai , 2.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 52, Block 8, South Kulathuvilai , 3.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 52,  Block 9,10, Kadettri.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
176,229,176,"Govt. Higher Sec School, Thengamputhoor, , West New
Building,Central Portion - 629603","1.Thengamputhoor (R.V.), Nagercoil (C) Ward 52, Block 16, Puthukudieruppu , 2.Nagercoil (C)   Ward 52, Block 17, South Anjukudieruppu.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
177,229,177,"Govt. Higher Sec School, Thengamputhoor, , New Central Building, West Portion - 629603","1.Thengamputhoor (R.V.), Nagercoil (C) Ward 51, Block 18, North Anjukudieruppu , 2.Thengamputhoor (R.V.), Nagercoil (C) Ward 52, Block 19, East Kattuvilai , 3.Thengamputhoor (R.V.), Nagercoil
(C)  Ward 51, Block 19, Kovilvilai, East Kattuvilai.,99.OVERSEAS
ELECTORS OVERSEAS ELECTORS",All Voters
178,229,178,"Govt. Higher Sec School, Thengamputhoor, , New Central  Building, East Portion - 629603","1.Thengamputhoor (R.V.), Nagercoil (C) Ward 52, Block 11, Paulkulam , 2.Thengamputhoor (R.V.), Nagercoil (C) Ward 52, Block 52, Thengamputhoor.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
179,229,179,"Govt.  Higher Secondary School,  Manikettipottal,, Main Building North Portion - 629501","1.Mathusoothanapuram North (R.V.), Nagercoil (C) Ward 50, Block 6,8,15,16, Manikattipottal, Ramapuram , 2.Mathusoothanapuram North (R.V.), Dharmapuram (P) Ward 1,5, Block 14,12, Ananthaswamypuram.,99.OVERSEAS ELECTORS
OVERSEAS ELECTORS",All Voters
180,229,180,"Govt.  Higher Secondary School,  Manikettipottal,
, Main Building Middle Portion - 629501","1.Dharmapuram North (R.V.), Dharmapuram (P) Ward 1,5, Block 8,26, Vellalanvilai , 2.Dharmapuram North (R.V.), Dharmapuram
(P) Ward 1, Block 8,14,24, Ramapuram, Perunkulam, Vellalanvilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
181,229,181,"Govt.  Higher Secondary School,  North Soorankudy,,  New Building, East Portion -
629501","1.Nagercoil (C) Ward 46,  North Soorankudi",All Voters
182,229,182,"Govt.  Higher Secondary School,  North Soorankudy,,  New Building, West Portion -
629501","1.Nagercoil (C) Ward 46,  New Street , 2.Nagercoil (C) Ward 46, Main Road , 3.Nagercoil (M) Ward 46, Chinnakulam Road , 4.Nagercoil (C) Ward 46, Vandal Street, Main Road",All Voters
183,229,183,"Govt.  Higher Secondary School,  Soorankudy, , New Building, Central Portion - 629501","1.Dharmapuram North (R.V.), Dharmapuram (P) Ward 1, Block 1, North Soorankudi, Valluvar Colony.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
184,229,184,"Govt.  Higher Secondary School,  Soorankudy, , New Building, Eastern Portion - 629501","1.Dharmapuram North (R.V.), Dharmapuram (P) Block 2,3, Thattanvilai , 2.Dharmapuram North (R.V.), Dharmapuram (P) Block 4,7, South Soorankudi , 3.Dharmapuram North (R.V.), Dharmapuram (P) Block 5, Vellalanvilai.,99.OVERSEAS ELECTORS
OVERSEAS ELECTORS",All Voters
185,229,185,"Govt.  Higher Secondary School, Sundapattivilai, , Main Building, Middle Portion - 629501","1.Dharmapuram North (R.V.), Dharmapuram (P) Ward 2, Block 9,10, South Soorankudi , 2.Dharmapuram North (R.V.), Dharmapuram (P) Block 21,22, Sundapattivilai , 3.Dharmapuram North (R.V.), Dharmapuram (P) Block 22, South Soorankudy, Sundapattivilai, Keerivilai.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
