sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
211,224,211,"Corporation  Middle  School, West Portion, South Side,  Rahumanpettai,  Pettai","1.Ward  18  Cheranmahadevi  Road
2.Ward  18  Sathya  Nagar
3.Ward  18  Cheranmahadevi  Road  North  Line  Viswanatha  Nagar 999.  OVERSEAS  ELECTORS",General
212,224,212,"Corporation  Middle  School, East Portion, North Side,  Rahumanpettai,  Pettai","1.Ward  18  Narikuravar  Colony
2.Ward  18  Cheranmahadevi  Road  North  Extention  Suthamali
3.Ward  18  Cheranmahadevi  Road  North  Line  Nehruji  Nagar.
999.OVERSEAS  ELECTORS",General
213,224,213,"Corporation  Middle  School, West Portion     North Side,  Rahumanpettai,  Pettai.",1.Ward  18  Rahumania  Pallivasal  West  Street 999.OVERSEAS  ELECTORS,General
214,224,214,"Integrated  Children's  Centre  Municiple  Office
Campus   Centre  Number 336281900317 Rahumanpettai,  Pettai.",1.Ward  18  Cheranmahadevi  Road  South  Extention  (MGR  Nagar) 999.OVERSEAS  ELECTORS,General
215,224,215,"Corporation  Middle  School, East Portion   South Side,  Rahumanpettai,  Pettai.","1.Ward  18  Rajiv  Gandhi  Nagar
2.Ward  19  Teachers  Colony  (P.T.Nagar). 999.OVERSEAS  ELECTORS",General
216,224,216,"Kamaraj  Municipal  Higher Secondary  School  New
Building  West Side  South  Portion   Pettai","1.Ward  18  Lalbhadursasthri  Nagar              9
99.OVERSEAS  ELECTORS",General
217,224,217,"Corporation  Middle  School  South  Portion  South Side  , Pettai.","1.Ward  20  Katharavulya  Pallivasal  1st Street
2.Ward  20  Katharavulya  Pallivasal  2nd  Street
3.Ward  20  Katharavulya  Pallivasar 3rd  Street
4.Ward  19  Raghumaniya  Pallivasal  Sannathi  Street 999.OVERSEAS  ELECTORS",General
218,224,218,Anganwadi  Building Corporation  Middle  School (Campus)  Pettai,"1.Ward  19  Raghumaniya  Pallivasal  Mela  Puthumanai  Street
2.Ward  20  Cheranmahadevi  Road 999.OVERSEAS  ELECTORS",General
219,224,219,"Corporation  Primary School,  North  Portion  New
Building  Sivankovil  Ward,  Kadar Avulia  Street, Pettai.",1.Ward  19  Puthu  Giramam  Sundravinayagarkovil  North  Street 999.OVERSEAS  ELECTORS,General
220,224,220,"Tirunelveli  Corporation  Integrated  Children's Centre  Centre  Number 0326   Sivankovil  Ward,
Kadar  Avulia  Street,  Pettai.",1.Ward  19  Puthu  Gramam  Sundravinayagarkovil  South  Street 999.OVERSEAS  ELECTORS,General
221,224,221,"Corporation  Primary School,  New  Building,  Sivan Kovil  Ward,  Center Portion,  Kadar Avulia  Street, Pettai.","1.Ward  21  Ashokar  South  Street
2.Ward  19  Pathirakaliamman  Kovil  Street
3.Ward  19  Narayanasamy  Kovil  Street 999.OVERSEAS  ELECTORS",General
222,224,222,"Corporation  Primary School,  New  Building,  South Side,  Cheranmadevi  Road, Kadhar  Avulia  Street, Pettai.","1.Ward  19  Pandiyapuram  North  Street
2.Ward  19  Pandiyapuram  South  Street
3.Ward  19  Bunglow  Street 999.OVERSEAS  ELECTORS",General
223,224,223,"Meikandan  Primary  School,  70,  Vinaitheertha Vinayagar  Kovil  Street,  Pettai.","1.Ward  19  Handicraft  Street
2.Ward  19  Kakkanji  Nagar
3.Ward  21  Pasumpon  West Street
4.Ward  21  Pasumpon  East  Street
5.Ward  21  Ashokar  North  Street 999.OVERSEAS  ELECTORS",General
224,224,224,Noble  Kids  Nursery &  Primary School  South  Side Middle  Portion  Room  Pettai,"1.Ward  19  Bungalow  Street
2.Ward  19  Karunkadu  Road
3.Ward  21  Pound  Street
4.Ward  21  Kattapomman  Street 999.OVERSEAS  ELECTORS",General
225,224,225,"Nellai  Corporation  Girls  Hr.Sec.School,  Northern Block  South  Portion, Thirupurasundariamman
Sannathi  Street,  Pettai.","1.Ward  21  Thirupurasundariamman  Kovil  West  Street
2.Ward  21  Uchinimahaliamman  Kovil  Street 999.OVERSEAS  ELECTORS",General
226,224,226,"Nellai  Corporation  Girls  Hr.Sec.School,  Northern Block  North  Portion,  Thirupurasundariamman
Sannathi  Street,  Pettai.","1.Ward  21  Sargaraivinayagar Kovil  Street
2.Ward  21  ThirupuraSundariamman  Sannathi  Street 999.OVERSEAS  ELECTORS",General
227,224,227,"Nellai  Corporation  Girls  Hr.Sec.School,  Southern Block  Thiripurasundari  Amman  Kovil  Sannathi
Street,  Pettai.","1.Ward  21  Vinaitheertha  Vinayagar Kovil  Street Door No. 1  to  112A Sl.No  1-615   South  Portion
999.OVERSEAS  ELECTORS",General
228,224,228,"Nellai  Corporation  Girls  Hr.Sec.School,  Middle
Block   Thiripurasundari  Amman  Kovil  Sannathi Street,   Pettai.","1.Ward  21  Vinaitheertha  Vinayagar Kovil  Street Door No. 138  to  244 Sl.No  616-1455   North  Portion
999.OVERSEAS  ELECTORS",General
229,224,229,"Hiyadul  Ikwan  Nursery  & Primary School,  East Portion  1st Room  Mohamed  Nainar 2nd  North Street,  Pettai.","1.Ward  20  Mohamed  Nainar Pallivasal  1st North  Street
2.Ward  20  Chittivinayagar Kovil  Street
3.Ward  20  Pudukkinaru  Street
4.Ward  20  Odaikinaru  Street 999.OVERSEAS  ELECTORS",General
230,224,230,Rani  Anna  Girls  Higher Secondary  School   West Portion  From  North   Room   Pettai.,"1.Ward  20  Mohamed  Nainar Pallivasal  2nd  North  Street
2.Ward  20  Mohamed  Nainar Pallivasal  Sannathi  Street 999.OVERSEAS  ELECTORS",General
231,224,231,"Hiyadul  Ikwan  Nursery  & Primary School,  East Portion  2nd  Room  Mohamed  Nainar  2nd  North Street,  Pettai.","1.Ward  20  Mohamed  Nainar Pallivasal  2nd  South  Street
2.Ward  20  Mohammad  Nainar  Pallivasal  East  Street 999.OVERSEAS  ELECTORS",General
232,224,232,"Rani  Anna  Girls  Higher Secondary  School   West
Side  From  South   Pettai.","1.Ward  20  Mohamed  Nainar Pallivasal  1st South  Street
999.OVERSEAS  ELECTORS",General
233,224,233,"St.Anthoniyar High  School,  East  Portion  South Building,  Middle  Room  Barathar  North  Street,
Pettai.","1.Ward  20  Cheranmahadevi  Road
2.Ward  20  Punitha  Antoniyar South  Street  (Bharthar  North  Street) 999.OVERSEAS  ELECTORS",General
234,224,234,"St.AnthoniyarHigh  School,  West  Portion  South Building,  8th  Room  Barathar North  Street, Pettai.","1.Ward  20  Mahamathum  Gnaniyar  Pallivasal  Sannathi  Street
2.Ward  20  Mahamathum  Gnaniyar  Pallivasal  North  Street (Karuvelankundru  Street)
999.OVERSEAS  ELECTORS",General
235,224,235,"St.Anthonyar  High  School,  South  Building,  1st Room  Barathar North  Street, Pettai.","1.Ward  20  Punitha  Antoniyar North  Street
2.Ward  20  Sambapuram  Street
3.Ward  20  Sambapuram  North  Street
4.Ward  20  Sambapuram  East  Street
5.Ward  20  Mahathum  Gnaniyar Pallivasal  5th  North  Street 999.OVERSEAS  ELECTORS",General
236,224,236,"St.  Anthoniyar High  School,  East  Portion,  South
Building,  1st  Room  Barathar North  Street,  Pettai.","1.Ward  20  Mahathum  Gnaniyar Pallivasal  2nd  North  Street
999.OVERSEAS  ELECTORS",General
237,224,237,"St.  Anthoniyar High   School,  West  Portion,  South Building,  7th  Room  Barathar North  Street, Pettai.","1.Ward  20  Kaeithemillath  Street
2.Ward  20  Mahathum  Gnaniyar Pallivasal  1st North  Street
3.Ward  20  Mahathum  Gnaniyar Pallivasal   4th  North  Street 999.OVERSEAS  ELECTORS",General
238,224,238,"Ideal  Matriculation     School, UKG Class  Room Sundaravinayagar  Kovil  Padayachi  Street,  Pettai.","1.Ward  22  Dr.Ambedkar  Street
2.Ward  22  Kamarajar  Street
3.Ward  22  Madasamy  Kovil  Street 999.OVERSEAS  ELECTORS",General
239,224,239,"Corporation  Primary School,  15,  lajapathi  Nagar, Malaiyalamedu, Pettai.","1.Ward  22  Anjaneyar Street
2.Ward  22  Ram  Nagar
3.Ward  22  Malaiyal  Medu  Lajapathi  Nagar
4.Ward  22  Kalungadi  Street
5.Ward  22  Tiruvalluvar  Street 999.OVERSEAS  ELECTORS",General
240,224,240,"Kaboor Middle  School,  Southern  Portion, Santhanamariamman  Kovil  Street,  Pettai.","1.Ward  22  Sundaravinayagar Kovil  West  Street
2.Ward  22  Sundaravinayagar South  Street 999.OVERSEAS  ELECTORS",General
241,224,241,"Kaboor Middle  School,  North  Gate  South  Building  ,
Santhanamariamman  Kovil  Street,  Pettai.","1.Ward  22  Sundaravinayagar Sekkadi  Street
999.OVERSEAS  ELECTORS",General
242,224,242,"Ideal  Matriculation     School, LKG  Class  Room Sundaravinayagar  Kovil  Padayachi  Street,  Pettai.","1.Ward  21  Vembadiamman  Kovil  Street
2.Ward  21  East  Bazar
3.Ward  21  Durkaiamman  Kovil  East  Street
4.Ward  21  Durkaiamman  Kovil  New  Street
5.Ward  21  Durkaiamman  West  Street
6.Ward  22   Mahathum  Gnaniyar  Pallivasal  East  Street 999.OVERSEAS  ELECTORS",General
243,224,243,"Vanigavaisiya Primary School,  East  Block,  Arasadi Vinayagar  Kovil  Street,  Pettai.","1.Ward  21  Santhanamariamman   Kovil  Street
2.Ward  21  Sundaravinayagar Kovil  Padayachi  Street 999.OVERSEAS  ELECTORS",General
244,224,244,"Punitha Anthoniyar  Primary  School   West Building
South  Portion   Pettai","1.Ward  21  Annathavinayagar Kovil  Street
999.OVERSEAS  ELECTORS",General
245,224,245,"Vanigavaisiya Primary School,  Northern  Portion Building,  Arasadi  Vinayagar  Kovil  Street, Pettai.","1.Ward  21  Illathar South  Street  (Selvavinayagar Kovil  Street)
2.Ward  22  Udaiyavar  Street
3.Ward  22  Thanthai  Periyar Street
4.Ward  21  Illathar North  Street (Selvavinayagar  Kovil  North  Street) 999.OVERSEAS  ELECTORS",General
246,224,246,"Punitha Anthoniyar  Primary  School   West Building
Middle  Portion     Pettai","1.Ward  22  Arasadivinayagar  Kovil  Street
999.OVERSEAS  ELECTORS",General
247,224,247,"Vanigavaisiya Primary School,  West Portion, Main Building,  Arasadi  Vinayagar  Kovil  Street, Pettai.","1.Ward  22  Cheranmahadevi  Road
2.Ward  21  Sundaravinayagar Padayachi  Street
3.Ward  22  Kattalai  Street
4.Ward  22  Andalpuram
5.Ward  22  Raja Street 999.OVERSEAS  ELECTORS",General
248,224,248,"Punitha Anthoniyar  Primary  School   West Building
North  Portion   Pettai","1.Ward  22  Nellaiyapuram  East Street
999.OVERSEAS  ELECTORS",General
249,224,249,"Ooliyar Sthanam  Teacher  Training  School, Centenary  Block, East Portion, Tenkasi  Road, Palaiyapettai.","1.Ward  17  Sheik  Mathar  Nagar
2.Ward  17  District Kalnadaipannai
3.Ward  17  Rasaiya  David  Avenue  Street 999.OVERSEAS  ELECTORS",General
250,224,250,"Ooliyar Sthanam  Middle  School   South  building East  side  1st calss  Room  Ooliyar Sthanam  Teacher Training School  ,(Campus)  Tenkasi  Road,
Palaiyapettai.",1.Ward  17  Gandhi  Nagar  1st  Street 999.OVERSEAS  ELECTORS,General
251,224,251,"Ooliyar Sthanam  Teacher  Training  School,
Centenary  Block, West Portion,  Tenkasi  Road, Palaiyapettai.","1.Ward  17  C.S.S.Nagar
2.Ward  17  I.O.B.  Colony 999.OVERSEAS  ELECTORS",General
252,224,252,"Ooliyar Sthanam  Middle  School   South  building East  side  2snd  calss  Room  Ooliyar Sthanam Teacher Training School  ,(Campus)  Tenkasi  Road,
Palaiyapettai.",1.Ward  17  Shamugarengaiyan  Street 999.OVERSEAS  ELECTORS,General
253,224,253,"Panchayat Union  Primary  School,  Gandhi  Nagar, Kandiaperi.","1.Ward  17  Gandhi  Nagar  Main  Road  Palaiyapettai
2.Ward  17  Gandhi  Nagar  South  Parvathi  Nagar
3.Ward  17  Nedungulam  Pillayankattalai  Gandhi  Nagar B  Colony
4.Ward  17  Nedungulam  Sheikmathar Nagar 999.OVERSEAS  ELECTORS",General
254,224,254,Nivedhita  Matric  Hr Sec  School  South  Side  Middle Portion,"1.Ward  17  Sarojini  Street
Ward  17  Nedungulam  Pillaiyankattalai  2.Sheikmathar Nagar Ward  17  Nellaiyapuram  Nedungulam  Pillaiyankattalai
999.  OVERSEAS  ELECTORS",General
255,224,255,"Corporation  Primary School,  20,  Tenkasi  Road,  4th
Portion,  Palaiyapettai.","1.Ward  17  Narayanasamy  Kovil  North  Street
999.  OVERSEAS  ELECTORS",General
256,224,256,"Corporation  Primary School,  20,  Tenkasi  Road,  3rd Portion,  Palaiyapettai.","1.Ward  16  Anavaratha  Sundaravinayagar Kovil  North  Street
2.Ward  17  Narayanasamy  Kovil  West  Street 999.OVERSEAS  ELECTORS",General
257,224,257,"Corporation  Primary School
20, Tenkasi  Road,   2nd  Building,  Palaiyapettai.","1.Ward  17  Vaniyar South  Street  , Kannivinayagar  Kovil  Street
999.OVERSEAS  ELECTORS",General
258,224,258,"Corporation  Primary School
20, Tenkasi  Road,   1st Building,  Palaiyapettai.","1.Ward  17  Puliyankudi  Narayanasamy  Kovil  Street
2.Ward  17  Anavaratha  Vinayagar Chinna  Street
3.Ward  16Anavaratha  Sundaravinayagar Kovil  South  Street
4.Ward  17  Annai  Indira  Street,  Kollar Street
5.Ward  17  Vaniyar North  Street
6.Ward  17  Narayanasamy  Kovil  Street 999.OVERSEAS  ELECTORS",General
259,224,259,"Corporation  Primary School,  20,  Tenkasi  Road, South  Portion  North,  Palaiyapettai.","1.Ward  17  Sekkadi  Narayanasamy Kovil  Street
2.Ward  17  Azhagapapuram  Street 999.  OVERSEAS  ELECTORS",General
260,224,260,"Corporation  Primary School,  20,  Tenkasi  Road,
South  Portion  South, Palaiyapettai.","1.Ward  17  Azhagapapuram  South  Street
999.OVERSEAS  ELECTORS",General
261,224,261,"Nivedhita  Matric  Hr Sec  School   West  Building
South  Side  Near  Office  Room  Palaiyapettai.","1.Ward  17  Tenkasi  Road.
999.OVERSEAS  ELECTORS",General
262,224,262,Nivedhita  Matric  Hr Sec  School  West  Portion  South Side,"1.Ward  17Sartharpuram  North  Street
2.Ward  17  Sartharpuram  Middle  Street
3.Ward  17  Sartharpuram  South  Street
4.Ward  17  Sartharpuram  East Street 999.OVERSEAS  ELECTORS",General
263,224,263,"Little  Angel  Nursery  & Primary School  New Building  East  Side  West Portion  New  Building  West
Mount  Road  Tirunelveli  Town.","1.Ward  16  Balakrishnan  East Street
2.Ward  16  Kirshnaperi  Thoppu  Street 999.OVERS  EAS  ELECTORS",General
264,224,264,"Corporation  Union  Primary  School,  20, Tenkasi Road,  East  Portion,  2  Lalugapuram,  Palaiyapettai.","1.Ward  16  Tiruvalluvar  Street
2.Ward  16  Mela  Mount  Raod
3.Ward  23  Kanmiya  Pallivasal  Street
4.Ward  16  Sailappar Street 999.OVERSEAS  ELECTORS",General
265,224,265,"Corporation  Union  Primary  School,(ICDS  Centre) 20, Tenkasi  Raod,  Lalugapuram  West Street, Palaiyapettai.","1.Ward  16  Lalugapuram  East  Street
2.Ward  16  Lalugapuram  West  Street 999.OVERSEAS  ELECTORS",General
266,224,266,"Corporation  Union  Primary  School  (West Portion), 20, Tenkasi  Road,  Lalugapuram  West Street, Palaiyapettai.","1.Ward  16  Kirshnaperi  Muslim  Street Kirshnaperi  Extention
2.Ward  16  Karaiyadipacheri
999.OVERSEAS  ELECTOR",General
267,224,267,"Corporation  Union  Primary  School  20,Tenkasi  Road  ,Center Portion  ,2  Lalugapuram  ,Palaiyapettai","1.Ward  16  Samugarengapuram
2.Ward  17  Sundaravinayagar Kovil  Street 999.OVERSEAS  ELECTORS",General
268,224,268,"S.T.C.  Branch  Matha  Kovil  Primary  School,  East Portion
96, Azad  Road,
Tirunelveli  Town.",1.Ward  16  Azad  Road 999.OVERSEAS  ELECTORS,General
269,224,269,"S.T.C.  Branch  Matha  Kovil  Primary  School,  South Portion
96, Azad  Road,
Tirunelveli  Town.",1.Ward  24  Jamiya  Pallivasal  Street 999.OVERSEAS  ELECTORS,General
270,224,270,"Hindu  Middle  School, North  Building,  Matha Middle  Street,  Ward  10,  Tirunelveli  Town.",1.Ward  23  Jeyaprakash  Street 999.OVERSEAS  ELECTORS,General
271,224,271,"Hindu  Middle  School, North  Building  West  Side
Tirunelveli  Town.","1.Ward  23   Matha  Poonkodi  Street
999.OVERSEAS  ELECTORS",General
272,224,272,"Chirishduva  Mission  Primary School,  North Portion,  Matha  Sannathi  Street,  Tirunelveli  Town.","1.Ward  24  Matha  Sannathi  Street
2.Ward  24  Matha  Middle  Street 999.OVERSEAS  ELECTORS",General
273,224,273,"Chirishduva  Mission  Primary School,  East  Portion, Matha  Sannathi  Street,  Tirunelveli  Town.","1.Ward  24  EzhuSilai  Vinayagar Kovil  Street
2.Ward  24  Vallalar  Street
3.Ward  16  Sikkantharpuram  West Street
4.Ward  16  Sikkantharpuram  Street 999.OVERSEAS  ELECTORS",General
274,224,274,"Chirishduva  Mission  Primary School,North Building  Middle  Portion   Matha  Sannathi  Street,
Tirunelveli  Town",1.Ward  24  Matha  West  Street 999.OVERSEAS  ELECTORS,General
275,224,275,"Schafter  Middle  School,  West Portion  of  South Building,  Azad  Road,  Tirunelveli  Town.","1.Ward  25  Azad  Road
2.Ward  25  Thondar West Street
3.Ward  25  Thondar Sannathi  Street
4.Ward  24  Kolakkadai  Bazar (Jawaharlal  Street) 999.OVERSEAS  ELECTORS",General
276,224,276,"Schafter  Middle  School,  West Portion  of  North Building,  Azad  Road,  Tirunelveli  Town.","1.Ward  25  Parvathasingaraja  South  Street
2.Ward  25  Thandiyalsavadi  Street 999.OVERSEAS  ELECTORS",General
277,224,277,"Schafter  Middle  School,  West Branch  East  Portion South  Part, Azad  Road,  Tirunelveli  Town.","1.Ward  24  Pukalenthi  Street
2.Ward  24  Thaiyalkara  Street 999.OVERSEAS  ELECTORS",General
278,224,278,"Sengunthar Primary  School,  Periya  Street, Tirunelveli  Town.","1.Ward  24  Sengunthar Middle  Street
2.Ward  24  Savanainar Kovil  Street 999.OVERSEAS  ELECTORS",General
279,224,279,Usainiya Primary School West Building East Face South Room Tirunelveli Town,"1.Ward  24  Jawaharlal  Street
2.Ward  24  Vembadi  Street 999.OVERSEAS  ELECTORS",General
280,224,280,Usainiya Primary School West Building East Face North Room Tirunelveli Town,"1.Ward  23  Pagavathsingh  Street
2.Ward  24  Matha  Thenmela  Street 999.OVERSEAS  ELECTORS",General
281,224,281,"Anganwadi  (Palwadi)  Centre  No.05  Madha  Middle
School  Tirunelveli  Town","1.Ward  23  Mohamedali  Street
999.OVERSEAS  ELECTORS",General
282,224,282,"T.D.T.A  Middle  School, North  Building,  Sengunthar
Periya  Street,  Tirunelveli  Town.","1.Ward  24  Periya  Street
999.OVERSEAS  ELECTORS",General
283,224,283,"T.D.T.A  Middle  School, South  Building, Sengunthar Periya  Street,  Tirunelveli  Town.","1.Ward  24  Sambanthar Street
2.Ward  24  Periya  Street 999.OVERSEAS  ELECTORS",General
284,224,284,"Nutrition  Centre,  Corportion  Ward  Office, Venuvanakumarar Street,  Tirunelveli  Town.","1.Ward  24  Cheranmahadevi  Road
2.Ward  23  Venuvanakumarar Kovil  Street 999.OVERSEAS  ELECTORS",General
285,224,285,"Hindu  Primary School,  Western  Side,  Thadiveeran Kovil  Street,  Tirunelveli  Town.","1.Ward  23  Ennayirampillaiyar Kovil  West Street
2.Ward  23  Ennayirampillaiyar Kovil  East  Street
3.Ward  22  Sankaranarayanan  Street  (Thadiveeran  Kovil  East  Street)
4.Ward  44  Cheranmahadevi  Road. 999.OVERSEAS  ELECTORS",General
286,224,286,"Hindu  Primary School,  Eastern  Building,East Side Thadiveeran  Kovil  Street,  Tirunelveli  Town.","1.Ward  22  Thadiveeran  Kovil  West  Street
2.Ward  22  Samiya Thaikka  Street 999.OVERSEAS  ELECTORS",General
287,224,287,"Hindu  Primary School,  Eastern  Building,West  Side
Thadiveeran  Kovil  Street,  Tirunelveli  Town.","1.Ward  22  Thadiveeran  Kovil  West  Street
999.OVERSEAS  ELECTORS",General
288,224,288,"Little  Flower  Model  School,   East  Buiding South Portion  Pettai","1.Ward  22  Abirami  Nagar (Cheranmahadevi  Road)
2.Ward  22  Vethathiri  Nagar (Kodeeswaran  Nagar.) 999.OVERSEAS  ELECTORS",General
289,224,289,"Corporation  Primary School,  East  Portion, Pattapathu  East Part,  Tirunelveli  Town.","1.Ward  27  Kallanai  Street
2.Ward  23  Devipuram 999.OVERSEAS  ELECTORS",General
290,224,290,"Corporation  Primary School  Campus  Integrated
Child  Development Center Center No; 33628190415  Tirunelveli  Town.","1.Ward  23  Ottakoothar  Street
2.Ward  23  Kumaran  Street 999.OVERSEAS  ELECTORS",General
291,224,291,"Corporation  Primary School,  East  Portion  of West
Part,  Pattapathu,  Tirunelveli  Town.","1.Ward  23  Veeravanchinathan  Street
999.OVERSEAS  ELECTORS",General
292,224,292,"Corporation  Primary School  Campus  Integrated Child  Development Center Center No;
33628190429  Tirunelveli  Town.",1.Ward  23  Nabikalnayagam  Street                                        999.OVERSEAS ELECTORS,General
293,224,293,"Corporation  Primary School,  Western  Portion, Pattapathu  Agraharam,  Tirunelveli  Town.","1.Pettai  Ward  23  Thottipala Street
2.Pettai  Ward  26  Kunnathur Road
3.Pettai  Ward  26  Savoukathali  Street 999.OVERSEAS  ELECTORS",General
294,224,294,"Manthiramoorthi  Hr.Sec.School, Middle  Portion, Railway  Feeder Road,  Tirunelveli  Town.",1.Ward  26  Makilvanna  Puram 999.OVERSEAS  ELECTORS,General
295,224,295,"Sri  Manthiramoorthi   Pimary  School,  East Building North  Side  West  Face  ,  Railway  Feeder Road,
Tirunelveli  Town.",1.Ward  26  Akilanda  Puram 999.OVERSEAS  ELECTORS,General
296,224,296,"Manthiramoorthi  Hr.Sec.School, Southern  Portion, Railway  Feeder Road,  Tirunelveli  Town.","1.Ward  26  Baba  North  Street
2.Ward  26  Madathan  Kudiyiruppu
3.Ward  26  Railway  Feeder  Road
4.Ward  26  Baba  South  Street 999.OVERSEAS  ELECTORS",General
297,224,297,"SriManthiramoorthi  Primary  School,  Southern Portion,  Railway Feeder Road,  Tirunelveli  Town.","1.Ward  27   TamilNadu  Kudisai  Mattru  Variyam     Block  1
2.Ward  27   TamilNadu  Kudisai  Mattru  Variyam     Block  2. 999.OVERSEAS  ELECTORS",General
298,224,298,"Sri  Manthiramoorthi  Hr.Sec.School,  Northern
Portion,  Railway Feeder Road,  Tirunelveli  Town.","1.Ward  26  Mettu  Street
999.OVERSEAS  ELECTORS",General
299,224,299,"Sri  Manthiramoorthi  Hr.sec.School, Southern Portion,  Library Building,  Railway  Feeder Road,
Tirunelveli  Town.",1.Ward  26  Mettu  Street 999.OVERSEAS  ELECTORS,General
300,224,300,"Jawahar Government Hr.Sec  School,  North
Building,  East  Mount  Road, Tirunelveli.","1.Ward  26  Shenbagam  Street
999.OVERSEAS  ELECTORS",General
301,224,301,"Jawahar Government Hr.Sec  School,  West
Building,  South  Mount  Road, Tirunelveli  Town.","1.Ward  26  Shenbagam  Street
999.OVERSEAS  ELECTORS",General
302,224,302,"Corporation  Girls  Hr.Sec.School,  North  Portion, South  Mount Road,  Tirunelveli  Town.","1.Ward  27  Perumal  South  Car Street
2.Ward  27  Perumal  West Car  Street
3.Ward  27  Perumal  Sannathi  Street
4.Ward  27  Perumal  North  Mada  Street 999.OVERSEAS  ELECTORS",General
303,224,303,"Corporation  Girls  Hr.Sec.School,North  Building West  Side   South  Face  ,  South  Mount  Road, Tirunelveli  Town.","1.Ward  27  Perumal  Santhimadan  Kovil  Street
2.Ward  27  Perumal  South  Mada  Street
3.Ward  26  South  Mount  Road 999.OVERSEAS  ELECTORS",General
304,224,304,"Corporation  Primary School,  Main  Building, South Portion,  Perumal  Car Street,  Tirunelveli  Town.","1.Ward  25  Mela  MadaVeethi
2.Ward  27  Gulapirai  Street
3.Ward  27  Vagaiyadiamman  Street
4.Ward  25  South  Street
5.Ward  25  Tamil  Sangam  Street 999.OVERSEAS  ELECTORS",General
305,224,305,"Corporation  Primary School,  West  Building North Portion  Perumal  Car  Street,  Tirunelveli  Town.","1.Ward  25  Peraringar Anna Street 1
2.Ward  25  Peraringar Anna Street 2
3.Ward  25  Peraringar Anna Street 3
4.Ward  25  South  MadaVeethi  Kavalar  Kudieruppu
5.Ward  27  Perumal  East  Car Street 999.OVERSEAS  ELECTORS",General
306,224,306,Integrated  Child  Development Center Center No; 33628090429,"1.Ward  23  Vellathanki  Pillaiyar  Kovil  Street
2.Ward  23  Narayanamoorthi  Lane
3.Ward  23  Aladivinayagar  Kovil  Street 999.OVERSEAS  ELECTORS",General
307,224,307,Pillaiyankattalai  Office  West Portion  Sudalai Madan  Kovil  Street  Tirunelveli  Town,"1.Ward  25  Vasikkameendavinayagar Kovil  Street
2.Ward  25  Sudalaimadan  Kovil  Street
3.Wad  25  Chitirai  Lane  Street 999.  OVERSEAS  ELECTORS",General
308,224,308,Pillaiyankattalai  Office  East Portion  Sudalai  Madan Kovil  Street Tirunelveli  Town.,"1.Ward  25  Sengol  Lane  Street
2.Ward  25  Sundara  Tholar  Street
3.Ward  25  Appar  Street
4.Ward  25  Veerakonam  Perun  Street
5.Ward  25  Sankarojithar  Street (Jeeva  Sreet)
6.Ward  25  West  Car  Street 999.OVERSEAS  ELECTORS",General
309,224,309,"Thiruvaduthurai  Athinam  Esanamadam   West Car
Street Tirunelveli  Town","1.Ward  27  Siva  Street
999.OVERSEAS  ELECTORS",General
310,224,310,"C.M.  Primary  School, Main  Building,  South Portion,  V.O.C.  Street,  Tirunelveli  Town.","1.Ward  27  V.O.C. Street
2.Ward  28  Vaiyapuri  Nagar 999.OVERSEAS  ELECTORS",General
311,224,311,"C.M.  Primary  School, Main  Building,  North  Portion,
V.O.C.  Street,  Tirunelveli  Town.","1.Ward  27  V.O.C. Street
2.Ward  28  Vaiyapuri  Nagar 999.OVERSEAS  ELECTORS",General
312,224,312,"Hindu  Primary School,  West Portion  Building,
V.O.C  Street,  Tirunelveli  Town.","1.Ward  27   V.O.C Street
999.OVERSEAS  ELECTORS",General
313,224,313,"S.T.C.  Branch  Apparklaphdon  Middle  School,  Main Building,  South  Portion,  East  Car Street, Tirunelveli  Town.","1.Ward  28  Kavalpirai  Street
2.Ward  28  Kattalai  Panna Street 999.OVERSEAS  ELECTORS",General
314,224,314,"S.T.C.  Branch  Apparklaphdon  Middle School,Inside  North  Building  East  Side  Tirunelveli
Town.",1.Ward  28  Kattalai  Karuvelangundru  Street 999.OVERSEAS  ELECTORS,General
315,224,315,"S.T.C.  Branch  Apparklaphdon  Middle  School,  Main Building,  North  Portion, East Car  Street,
Tirunelveli  Town.","1.Ward  25  East  Car Street
2.Ward  28  Poothathar  Sannathi  Street 999.  OVERSEAS  ELECTORS",General
316,224,316,"S.T.C.  Branch  Apparklaphdon  Middle  School,  Main Building,  East  Portion,  East  Car Street, Tirunelveli
Town.",1.Ward  28  Amman  Sannathi  Street 999.OVERSEAS  ELECTORS,General
317,224,317,"Bharathiyar  Corporation  High  School,  North Building,  Bharathiyar  Street,  Tirunelveli  Town.",1.Ward  28  Sundarar Street 999.OVERSEAS  ELECTORS,General
318,224,318,"Barathiyar  Corporation  Primary School   I  -  V English  Medium  (Campus)  Children's  Mini
Center.No33628190427  Tirunelveli  Town.",1.Ward  28  Manipuram 999.OVERSEAS  ELECTORS,General
319,224,319,"Bharathiyar  Corporation  High  School,  South
Building,  Bharathiyar  Street,  Tirunelveli  Town.","1.Ward  28  Bharathiyar Street
999.OVERSEAS  ELECTORS",General
320,224,320,"Bharathiyar  Corporation  High  School,  South
Building  Middle  Portion  Bharathiyar Street, Tirunelveli  Town.",1.Ward  28  Muthuramalingapuram. 999.OVERSEAS  ELECTORS,General
