sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
226,120,230,"Part Name - 230 - CORPORATION MIDDLE SCHOOL,(BIG BAZZAR
STREET)PAVALA STREET-2, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 81 BIG BAZAR STREET
999 - Overseas Elector",ALL VOTERS
227,120,231,"Part Name - 231 - CORPORATION MIDDLE SCHOOL,, ,(BIG BAZZAR
STREET)PAVALA STREET-2, COIMBATORE-641001","1 - COIMBATORE CORP, WARD NO 81 BIG BAZAR STREET
999 - Overseas Elector",ALL VOTERS
228,120,232,"Part Name - 232 - CORPORATION MIDDLE SCHOOL,, ,(BIG BAZZAR
STREET)PAVALA STREET-2, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 SUBRI STREET
999 - Overseas Elector",ALL VOTERS
229,120,233,"Part Name - 233 - CORPORATION HIGHER SECONDARY SCHOOL,SELVAPURAM,SUNDAKAMUTHUR ROAD,COIMBATORE. -641026","1 - COIMBATORE (C), WARD NO 80 VAIRAM STREET
2 - COIMBATORE (C), WARD NO 80 BIG BAZAAR STREET
3 - COIMBATORE(C), WARD NO 80 KUPPANNAN THOTTAM SELVAPURAM ROAD
999 - Overseas Elector",ALL VOTERS
230,120,234,"Part Name - 234 - CORPORATION HIGHER SECONDARY SCHOOL,SELVAPURAM,SUNDAKAMUTHUR ROAD,COIMBATORE. -641026","1 - COIMBATORE (C), WARD NO 80 SELVAPURAM ROAD
2 - COIMBATORE (C), WARD NO 80 NATTAI STREET
3 - COIMBATORE (C), WARD NO 80 SELVAPURAM ROAD HUTS
999 - Overseas Elector",ALL VOTERS
231,120,235,Part Name - 235 - CORPORATION HR SEC SCHOOL SELVAPURAM SUNDAKAMUTHUR ROAD COIMBATORE. 641026,"1 - COIMBATORE(C), WARD NO 80 KATTERI THOTTAM SELVAPURAM ROAD
2 - COIMBATORE (C), WARD NO 80 BALAJI APPARMENT KATTERI THOTTAM SELVAPURAM ROAD
999 - Overseas Elector",ALL VOTERS
232,120,236,"Part Name - 236 - CORPORATION ELEMENTRY SCHOOL,PAVALA STREET NO 2,
COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 SUBRI STREET
999 - Overseas Elector",ALL VOTERS
233,120,237,"Part Name - 237 - VEERASWAMI MUDALIYAR HIGH SCHOOL, RAJA ST,
COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 UPPARA STREET
999 - Overseas Elector",ALL VOTERS
234,120,238,"Part Name - 238 - VEERASWAMI MUDALIYAR HIGH SCHOOL RAJA ST,
COIMBATORE-641001","1 - COIMBATORE CORP, WARD NO 81 UPPARA STREET
999 - Overseas Elector",ALL VOTERS
235,120,239,"Part Name - 239 - VEERASWAMI MUDALIYAR HIGH SCHOOL,RAJA ST,
COIMBATORE-641001","1- COIMBATORE (C), WARD NO 81 SUBBAIAH STREET
999 - Overseas Elector",ALL VOTERS
236,120,240,"Part Name - 240 - VEERASWAMI MUDALIYAR HIGH SCHOOL,RAJA ST, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 PORIKKARA LANE
2 - COIMBATORE (C), WARD NO 81 GANDHI LANE
3 - COIMBATORE(C), WARD NO 81 THIYAGI KUMARAN STREET
4 - COIMBATORE (C), WARD NO 81 VEERASAMY SCHOOL STREET
5 - COIMBATORE (C), WARD NO 81 THIYASABICAL SOCEITY ROAD
999 - Overseas Elector",ALL VOTERS
237,120,241,"Part Name - 240 - VEERASWAMI MUDALIYAR HIGH SCHOOL,RAJA ST, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 OPPANAKARA STREET
2 - COIMBATORE (C), WARD NO 81 ANUMANTHARAYAN KOIL STREET
999 - Overseas Elector",ALL VOTERS
238,120,242,"Part Name - 242 - VEERASWAMI MUDALIYAR ELE. SCHOOL RAJA ST, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 SUNDHARAVINAYAKAR KOVIL STREET
2 - COIMBATORE (C), WARD NO 81 J.P.LANE
3 - COIMBATORE (C), WARD NO 81 KATHAN LANE
999 - Overseas Elector",ALL VOTERS
239,120,243,"Part Name - 243 - SRI VISWASWARA VIDYALAYA MATRIC
SCHOOL,SUKRAWARPET, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 70 SUKKRAWARPET
999 - Overseas Elector",ALL VOTERS
240,120,244,"Part Name - 244 - SRI VISWASWARA VIDYALAYA MATRIC
SCHOOL,SUKRAWARPET, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 70 SUKKRAWARPET
999 - Overseas Elector",ALL VOTERS
241,120,245,"Part Name - 245 - SRI VISWASWARA VIDYALAYA MATRIC
SCHOOL,SUKRAWARPET, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 70 SUKIRAWARPET STREET
999 - Overseas Elector",ALL VOTERS
242,120,246,"Part Name - 246 - VEERASWAMI MUDALIYAR ELE. SCHOOL,RAJA ST,
COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 SUBBAIYA STREET
999 - Overseas Elector",ALL VOTERS
243,120,247,"Part Name - 247 - CORPORATION GIRLS HIGHER SECONDARY SCHOOL, OPPANAKKARA STREET, COIMBATORE - 641001","1 - COIMBATORE (C), WARD NO 82 NAVAB HAKKIM ROAD
2 - COIMBATORE (C), WARD NO 82 NALLAMMA RAJU LANE
3 - COIMBATORE(C), WARD NO 82 YUSUF MARAIKKAYAR LANE
999 - Overseas Elector",ALL VOTERS
244,120,248,"Part Name - 248 - CORPORATION GIRLS HR SEC SCHOOL,OPPANNAKARA
STREET, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 81 KRISHNAN STREET
999 - Overseas Elector",ALL VOTERS
245,120,249,"Part Name - 249 - CORPORATION GIRLS HR SEC SCHOOL,,OPPANNAKARA
STREET, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 RANGE STREET
999 - Overseas Elector",ALL VOTERS
246,120,250,"Part Name - 250 - CORPORATION GIRLS HR SEC SCHOOL,OPPANNAKARA STREET, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 KANAKATHARA LANE
2 - COIMBATORE (C), WARD NO 82 KALINGA STFREET
999 - Overseas Elector",ALL VOTERS
247,120,251,"Part Name - 251 - CORPORATION GIRLS HR SEC SCHOOL,OPPANNAKARA STREET, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 RANGE STREET
2 - COIMBATORE (C), WARD NO 81 OPPANAKARA STREET
3 - COIMBATORE (C), WARD NO 81 KAMBOTHI LANE
999 - Overseas Elector",ALL VOTERS
248,120,252,"Part Name - 252 - CORPORATION GIRLS HR SEC SCHOOL, OPPANNAKARA
STREET, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 81 UPPE THOTTE LANE
999 - Overseas Elector",ALL VOTERS
249,120,253,"Part Name - 253 - DEVANGA HIGHER SECONDARY SCHOOL,D.H.S.S ROAD, COIMBATORE-641002","1 - COIMBATORE(C), WARD NO 70 KRISHNAPPA LANE
2 - COIMBATORE (C), WARD NO 70 CHENNA ELLAYA LANE
999 - Overseas Elector",ALL VOTERS
250,120,254,"Part Name - 254 - CORPORATION GIRLS HR SEC SCHOOL,OPPANNAKARA STREET, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 70 SUKRAWARPET
2 - COIMBATORE (C), WARD NO 70 RANGE STREET
999 - Overseas Elector",ALL VOTERS
251,120,255,"Part Name - 255 - CORPORATION GIRLS HR SEC SCHOOL,OPPANNAKARA STREET, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 70 PATTUBOOCHI LANE 1
2 - COIMBATORE (C), WARD NO 70 BUTTERFLY LANE 2
1 - COIMBATORE (C), WARD NO 70 BUTTERFLY LANE 3
2 - COIMBATORE(C), WARD NO 70 KALINGHA STREET
999 - Overseas Elector",ALL VOTERS
252,120,257,"Part Name - 257 - DEVANGA HIGHER SECONDARY SCHOOL,D.H.S.S ROAD, COIMBATORE-641002","1 - COIMBATORE(C), WARD NO 70 PILLAYARKOVIL STREET
2 - COIMBATORE (C), WARD NO 70 CHENNA ELLAYA LANE
999 - Overseas Elector",ALL VOTERS
253,120,258,"Part Name - 258 - DEVANGA HIGHER SECONDARY SCHOOL,D.H.S.S ROAD, COIMBATORE-641002","1 - COIMBATORE(C), WARD NO 70 THIYAKI KUMARAN STREET
2 - COIMBATORE (C), WARD NO 70 M.K.S MANSAN THIYAKI KUMARAN STREET                                   999 -
Overseas Elector",ALL VOTERS
254,120,259,"Part Name - 259 - CORPORATION MIDDLE SCHOOL,MARAKARA NANJAPPA
STREET, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 81 KRISHNAN STREET
999 - Overseas Elector",ALL VOTERS
255,120,260,"Part Name - 260 - CORPORATION MIDDLE SCHOOL,MARAKARA NANJAPPA STREET,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 70 THIYAGIKUMARAN STREET
2 - COIMBATORE(C), WARD NO 81 SENTHIRUMAN LANE
999 - Overseas Elector",ALL VOTERS
256,120,261,"Part Name - 261 - CORPORATION MIDDLE SCHOOL,MARAKARA NANJAPPA STREET,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 70 DASAIYAN LANE
2 - COIMBATORE (C), WARD NO 70 VENKETRAMANAKOIL STREET
999 - Overseas Elector",ALL VOTERS
257,120,262,"Part Name - 262 - CORPORATION MIDDLE SCHOOL,, MARAKARA NANJAPPA
STREET, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 70 MARAKARANANJAPAN STREET
999 - Overseas Elector",ALL VOTERS
258,120,263,"Part Name - 263 - CORPORATION MIDDLE SCHOOL,MARAKARA NANJAPPA STREET,COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 70 KURUBARA LANE 1
2 - COIMBATORE(C), WARD NO 70 THIYAGIKUMARAN STREET
999 - Overseas Elector",ALL VOTERS
259,120,264,"Part Name - 264 - CORPORATION MIDDLE SCHOOL,MARAKARA NANJAPPA STREET,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 70 KURUBARA LANE 1
2 - COIMBATORE (C), WARD NO 70 GURUPARA LANE 2
3 - COIMBATORE (C), WARD NO 70 KURUBARA LANE 3
4 - COIMBATORE(C), WARD NO 70 MARAKARANANJAPAN STREET
999 - Overseas Elector",ALL VOTERS
260,120,265,"Part Name - 265 - COIMBATORE CLOTH MERCHANT'S ASSOCIATION GOVT.
GIRLS HR SEC SCHOOL,RAJA STREET, COIMBATORE- 641001","1 - COIMBATORE (C), WARD NO 81 TELUNGU STREET
999 - Overseas Elector",ALL VOTERS
261,120,266,"Part Name - 266 - CORPORATION GIRLS HIGH SCHOOL, SELVAPURAM,
SUNDAKKAMUTHUR ROAD,COIMBATORE-641001","1 - COIMBATOER(C), WARD NO 80 SAMYIYAR NEW STREET
999 - Overseas Elector",ALL VOTERS
262,120,267,"Part Name - 267 - CORPORATION GIRLS HIGH SCHOOL,SELVAPURAM, SUNDAKKAMUTHUR ROAD,COIMBATORE-641001","1 - COIMBATORE CORP, WARD NO 80 SAMYIYAR NEW STREET
2 - COIMBATORE (C), WARD NO 80 RAMANI JEWALMENAR APPARMENT SAMI AYYAR NEW STREET
999 - Overseas Elector",ALL VOTERS
263,120,268,"Part Name - 268 - CORPORATION HIGHER SECONDARY SCHOOL,OKKILIAR COLONY, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 80 DHARMARAJA KOIL STREET
999 - Overseas Elector
1 - COIMBATORE(C), WARD NO 80 MUNIYAPPA KOILSTREET (DHARMARAJA KOIL STR
2 - COIMBATORE(C), WARD NO 80 DHARMARAJAKOIL LANE
999 - Overseas Elector",ALL VOTERS
264,120,270,"Part Name - 270 - CORPORATION HIGHER SECONDARY SCHOOL,T OKKILIAR COLONY,COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 NAITTAI LANE
2.COIMBATORE (C), WARD NO 80 NATTAI LANE HUTS
3 - COIMBATORE (C), WARD NO 80 NATTAI STREET 2
999 - Overseas Elector",ALL VOTERS
265,120,271,"Part Name - 271 - CORPORATION HIGHER SECONDARY SCHOOL,OKKILIAR
COLONY, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 NATTAI STREET 1
999 - Overseas Elector",ALL VOTERS
266,120,272,"Part Name - 272 - CORPORATION HIGHER SECONDARY SCHOOL,OKKILIAR COLONY,COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 81 ANGALAAMMAN KOVIL STREET
2 - COIMBATORE(C), WARD NO 80 KEMPATTI COLONY NO 5
999 - Overseas Elector",ALL VOTERS
267,120,273,"Part Name - 273 - CORPORATION HIGHER SECONDARY SCHOOL, OKKILIAR COLONY COIMBATORE 641001","1 - COIMBATORE (C), WARD NO 80 PALAIYANTHOPPU HOUSING UNIT KEMBATTI COLONY
2 - COIMBATORE (C), WARD NO 80 PALAYANTHOPPU HOUSING UNIT
999 - Overseas Elector",ALL VOTERS
268,120,274,"Part Name - 274 - CORPORATION HIGHER SECONDARY SCHOOL,OKKILIAR
COLONY, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 PALAYANTHOPPU HOUSING UNIT
999 - Overseas Elector",ALL VOTERS
269,120,275,"Part Name - 275 - CORPORATION HIGHER SECONDARY SCHOOL,OKKILIAR
COLONY, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 PALAYANTHOPPU HOUSING UNIT
999 - Overseas Elector",ALL VOTERS
270,120,276,"Part Name - 276 - CORPORATION HIGHER SECONDARY SCHOOL,SELVAPURAM, SUNDAKKAMUTHUR ROAD, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 80 SAVITHIRI NAGAR 1
999 - Overseas Elector",ALL VOTERS
271,120,277,"Part Name - 277 - CORPORATION HIGHER SECONDARY SCHOOL,SELVAPURAM, SUNDAKKAMUTHUR ROAD, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 80 SAVITHIRI NAGAR 1
2 - COIMBATORE(C), WARD NO 80 SAVITHIRI NAGAR 1
999 - Overseas Elector",ALL VOTERS
272,120,278,"Part Name - 278 - CORPORATION HIGHER SECONDARY SCHOOL,SELVAPURAM, SUNDAKKAMUTHUR ROAD, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 80 ASHOK NAGAR
2 - COIMBATORE(C), WARD NO 80 SAVITHIRI NAGAR 2
999 - Overseas Elector",ALL VOTERS
273,120,279,"Part Name - 279 - CORPORATION HIGHER SECONDARY SCHOOL,SELVAPURAM, SUNDAKKAMUTHUR ROAD, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 80 GOVINDASAMY LAY OUT
999 OVERSEAS ELECTOR",ALL VOTERS
274,120,280,"Part Name - 280 - CORPORATION HIGHER SECONDARY SCHOOL,SELVAPURAM, SUNDAKKAMUTHUR ROAD, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 80 AYYAPPA NAGAR
2 - COIMBATORE(C), WARD NO 80 BALAJI AVIENUE
3 - COIMBATORE(C), WARD NO 80 KEERAI THOTTAM
999 OVERSEAS ELECTOR",ALL VOTERS
275,120,281,"Part Name - 281 - CORPORATION HIGHER SECONDARY SCHOOL,SELVAPURAM, SUNDAKKAMUTHUR ROAD, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 SETHUMAVAIKKALBALAM
2 - COIMBATORE (C), WARD NO 80 GANDHINAGAR
3 - COIMBATORE (C), WARD NO 80 THIRUNAGAR 2 STREET
4 - COIMBATORE (C), WARD NO 80 THIRUNAGAR 3STREET
5 - COIMBATORE(C), WARD NO 80 KURINJI NAGAR
999 OVERSEAS ELECTOR",ALL VOTERS
276,120,282,"Part Name - 282 - CORPORATION HIGHER SECONDARY SCHOOL,SELVAPURAM, SUNDAKKAMUTHUR ROAD, COIMBATORE-641001","1 - COIMBATORE(C), WARD NO 80 SUNDAKKAMUTHUR RAOD
2 - COIMBATORE (C), WARD NO 80 ASHOKNAGAR SUBBAIAH LAYOUT
999 OVERSEAS ELECTOR",ALL VOTERS
277,120,283,"Part Name - 283 - CORPORATION HIGHER SECONDARY SCHOOL,SELVAPURAM, SUNDAKKAMUTHUR ROAD, COIMBATORE-641001","1 - COIMBATORE (C), WARD NO 80 PRABHU NAGAR
2 - COIMBATORE (C), WARD NO 80 PALANIYAPPA NAGAR
999 OVERSEAS ELECTOR",ALL VOTERS
