sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
188,88,188,,"Panchayat Union Elementary School, Kondappanaickenpatty - 636008, Terraced Building Facing North East Wing","1.Kondappanaickenpatty (R.V) And (P), Ward 1, Rajaveethi, 2.Kondappanaickenpatty (R.V) And (P), Ward 1, Yercaud Mani Road East, 3.Kondappanaickenpatty (R.V) And (P), Ward1, Mariamman Koil Street1, 4.Kondappanaickenpatty (R.V) And (P), Ward2, Mariammankoil Street2, 5.Kondappanaickenpatty (R.V) And (P), Ward2, Backside of Muniappan Koil,
6.Kondappanaickenpatty (R.V) And (P), Ward2, Yercaud Main Road West,
7.Kondappanaickenpatty (R.V) And (P), Ward2, Selvandhapuram"
189,88,189,,"Panchayat Union Elementary School, Kondappanaickenpatty - 636008, Terraced Building Facing South West Wing","1.Kondappanaickenpatty (R.V) And (P), Ward2, Bharathi nagar, 2.Kondappanaickenpatty (r.v) and (p), Ward2, maruthinagar, 3.Kondappanaickenpatty (R.V) And (P), Ward2, Senguttai, 4.Kondappanaickenpatty (R.V) And (P), Ward2, Theerthakounder Thottam,
5.Kondappanaickenpatty (R.V) And (P), Ward2, Gandhinagar, 6.Kondappanaickenpatty (R.V) And (P), Ward2, Gandhinagar New"
190,88,190,,"Panchayat Union Elementary School,
Kondappanaickenpatty - 636008, Western Terraced Building Facing East South Wing","1.Konadappanaickenpatty (r.v) and (p), Ward3, Muyal Nagar, 2.Konadappanaickenpatty (R.V) And (P), Ward3, Iyyan Nagar"
191,88,191,,"Panchayat Union Elementary School, Kondappanaickenpatty - 636008, Terraced Building
Facing North Middle Wing","1.Konadappanaickenpatty (r.v) and (p), Ward3, Sathiya Nagar 999-OVERSEAS ELECTORS"
192,88,192,,"Panchayat Union Elementary School, Kondappanaickenpatty - 636008, Terraced Building
Facing North Middle Wing","1.Konadappanaickenpatty (R.V) And (P), Ward3, Adivaram"
193,88,193,,"Panchayat Union Elementary School, Kondappanaickenpatty - 636008, Terraced Building Facing South East Wing","1.Kondappanaickenpatty (R.V) And (P), Ward4, Kuravankadu, 2.Kondappanaickenpatty (R.V) And (P), Ward4, Gowripuram, 3.Kondappanaickenpatty (r.v) and (p), Ward4, jeevanagar, 4.Kondappanaickenpatty (R.V) And (P), Ward4, Thottimaniakkadu,
5.Kondappanaickenpatty (R.V) And (P), Ward4, Sakthinagar"
194,88,194,,"Panchayat Union Elementary School, Kondappanaickenpatty - 636008, Terraced Building Facing East North Wing","1.Kondappanaickenpatty (R.V) And (P), Ward4, P&T Colony, 2.Kondappanaickenpatty (R.V) And (P), Ward4, Vinayakampatty, 3.Kondappanaickenpatty (R.V) And (P), Ward4, Mittakaduvalavu,
4.Kondappanaickenpatty (R.V) And (P), Ward4, Erumakuttapallam"
195,88,195,,"Panchayat Union Elementary School, M.Palapatty - 636008, Terraced Building Facing North South Middle Wing","1.M Palappatty (R.V) And (P), Ward 1,2, 2.M.Palappatty (R.V) And (P), Ward 3,
3.M. Palapatty (R.V) And (P), Ward 3, Pachiyamman Nagar,
4.M.Palappatty (R.V) And (P) Ward 4, Salleri Kadu Karuppanur Koil"
196,88,196,,"Panchayat Union Elementary School, M.Palapatty - 636008, Asbestos (Cooling Sheet) North Building
Facing South West Wing","1.M.Palappatty (R.V) And (P), Ward 4,5"
197,88,197,,"Panchayat Union Elementary School, M.Palapatty - 636008, Asbestos (Cooling Sheet) North Building
Facing South East Wing","1.M. Palapatty (R.V) And (P), Ward.1,2,
2.M. Palapatty (R.V) And (P), Ward 4,5, Kattu Valavu"
198,88,198,,"Vinayaka Vidyalaya Matric Hr.Sec.School, Fairlands-636016, Terraced Building Facing East South Wing Room No 28","1.Salem (C), D 17 Park Street,
2.Salem (C), D 17  Indiragandhi Road,
3.Salem (C), D 17  Kamakodi Street,
4.Salem (C), D 17  Murugan Koil Street, 5.Salem(C), D 17  Greenways Road,
6.Salem (C), D 17 Lakshmi Street, 7.Salem(C), D 17  Gokul Road, 8.Salem(C), D 17 John Kennady Street, 9.Salem(C), D 17  East Garden Road, 10.Salem(C), D 17 West Garden Road, 11.Salem(C), D 17 Saraswathi Street,
12.Salem(C), D 17 Thirunavukkarasu Street, 13.Salem(C), D 17 Gokulakrishnan Street, 14.Salem(C), D 17  L.I.C. Colony,
15.Salem(C), D 17 Tamilnadu Housing Board,
16.Salem(C), D 17 Kaliapillai Thoppu,"
199,88,199,,"Vinayaka Vidyalaya Matric Hr.Sec.School, Fairlands-636016, Terraced Building Facing East Middle Wing Room No 29","1.Salem(C), D 17 Raman Road, 2.Salem(C), D 17 Manimekalai Road, 3.Salem(C), D 17 Sundaram Street,
4.Salem(C), D 17 Brindavan 2nd Cross Street, 5.Salem(C), D 17 Brindavan 3rd Cross Street, 6.Salem(C), D 17 Brindavan 4th cross Street, 7.Salem(c), D 17 brindavan 5th cross street, 8.Salem(C), D 17 Brindavan 6th Cross Street, 9.Salem(C), D 17Brindavan 7th Cross Street, 10.Salem(C), D 17Brindavanam Main Road, 11.Salem(C), D 17Brindavan 1st Cross Street,
12.Salem(C), D 17Vinayakar Street,"
200,88,200,,"Vinayaka Vidyalaya Matric Hr.Sec.School, Fairlands-636016, Terraced Building Facing East North Wing Room No 30","1.Salem(c), D 17 Sathyanarayanan street, 2.Salem(C), D 17 Advaitha asram road,
3.Salem(C), D 17  Sammandar Road Deiveega Thirumana Mahal,
4. Salem(C), D 17  Swarnambigai street, 5.Salem(C), D 17  Manickavasagar street, 6.Salem(C), D 17 GokulaNathan Street, 7.Salem(C), D 17  Manivannan street, 8.Salem(C), D 17 Arthanari nagar 1st cross, 9.Salem(C), D 17 Arthanari nagar 2nd cross, 10.Salem(C), D 17  C.T.O.Colony 1st Cross, 11.Salem(C), D 17  C.T.O.Colony 2nd Cross, 12.Salem(C), D 17  C.T.O.Colony 3rd Cross, 13.Salem(c), D 17  Sugavaneswara Road, 14.Salem(C), D 17  Balaji Nagar 1st Cross, 15.Salem(C), D 17  Balaji nagar 2nd cross,"
201,88,201,,"Salem City Municipal Corporation Elementary School, Swarnapuri - 636004, Terraced Building Facing South East Wing","1.Salem(C), D 17 Muniyappan Kovil St, 2.Salem(C), D 17 Yercaud Main Road, 3.Salem(C), D 17 Perumal Kovil Street,
4.Salem (c), D 17 kalaimagal street, 5.Salem(C), D 17 Vinayagar Kovil Street, 6.Salem(C), D 17 Vanijnathariyyar Street, 7.Salem(C), D 17 Rajaji Street, 8.Salem(C), D 17 AnnaSalai,
9.Salem (C), D 17 Bharathi Street, 10.Salem(c), D 17 poovagoundar colony,
11.Salem (C), D 17 Ragavan Street, 12.Salem(c), D 17 Kalapaikaran Street,"
202,88,202,,"Salem City Municipal Corporation Noon Meal Centre, Swarnapuri - 636004, Terraced Building Facing East
West Building","1.Salem(C), D-17 Alamarakkadu, 2.Salem(C), D 17 Erikkadu,
3.Salem(C), D-17 Alamarakkadu 2"
203,88,203,,"Salem City Municipal Corporation Elementary School, Swarnapuri - 636004, Terraced Building Facing East","1.Salem(C), D 17 BoyarStreet, 2.Salem(C), D 17 Veerapandiarnagar"
204,88,204,,"Thiyagaraja Polytechnic Sona Valliappa Public School, Junction Main road - 636005, Terraced Building Facing East North Wing","1.Salem(C), D 18Tata colony,  2.Salem(C), D 18 Omalur ByeBass Road, 3.Salem(C), D 18Indira Nagar, 4.Salem(C), D 18 Subaramaniya Colony, 5.Salem(C), D 18Padmapavthi Colony, 6.Salem(C), D 18Statebank colony,
7.Salem(C), D 18 Junction Main road,North, 8.Salem(C), D 18 Rajiv Nagar,
9.Salem(C), D 18 Meyyanoor Main Road, 10.Salem(C), D 18 Gokkulam Hospital Back side,"
205,88,205,,"Thiyagaraja Polytechnic Sona Valliappa Public School, Junction Main road - 636005, Terraced Building
Facing East South Wing","1.Salem(C), D 18 State Bank Colony, 2.Salem(c), D 18 Thirunagar Extension,
3.Salem(C), D 18 Karkanaa Street"
206,88,206,,"Thiyagaraja Polytechnic Sona Valliappa Public School, Jagir Ammapalayam - 636005, Terraced Building Facing South East Wing","1.Salem(C), D 18 Junction Main Road,
2.Salem (C), D 18 Omalur Main Road, 3.Salem(C), D 18 Sundaram Colony, 4.Salem(C), D 18 Muniyappan Kovil Street, 5.Salem(C), D 18 Annapuram,
6.Salem(C), D 18 Swarnapuri Annexe"
207,88,207,,"Sri Vidhya Mandhir Higher Secondary School, Meyyanur - 636004, Terraced Building Facing West
North Wing","1.Salem(c), D 18 Alamarathukadu 1"
208,88,208,,"Salem City Municipal Corporation Elementary School,Swarnapuri - 636004, Terraced Building
Facing South West Wing","1.Salem(C), D 17 Ram Nagar-2, 2.Salem(C), D 17 Iyer line,
3. Salem(C), D 17 Ram Nagar-1"
209,88,209,,"Salem City Municipal Corporation Elementary School, Meyyanur - 636004, Back Side Terraced Building
Facing South East Wing","1.Salem(c), D 18 New street, 2.Salem(c), D 18 sSankar nagar,
3.Salem(C), D 18 Omalur main road"
210,88,210,,"Salem City Municipal Corporation Elementary School, Meyyanur - 636004, Back Side Terraced Building Facing South West Wing","1.Salem(C), D 18 Mariamman koil Street, 2.Salem(C), D 18 Meyyagounder street,
3.Salem (C), D 17 Meyyanoor,
4.Salem(c), D 18 V.M.R. Nagar"
211,88,211,,"Salem City Municipal Corporation Elementary School,
Meyyanur - 636004 Terraced Building Facing South East Wing","1.Salem(C), D 18 Panankadu (Meyyanoor), 2.Salem(C), D 18 Meyyanoor Main Road"
212,88,212,,"Sri Vidhya Mandhir Higher Secondary School, Meyyanur - 636004, Facing West South Wing","1.Salem(C), D 18 Cyclekarar vattam, 2.Salem(C), D 18 Govindagounder street, 3.Salem(C), D 18 NPS Nagar,
4.Salem(C), D 18 Itteri road, 5.Salem(C), D 18 Vanniar nagar,
6.Salem(C), D 18 Meyyanoor Main Road"
213,88,213,,"Salem City Municipal Corporation Elementary School, Meyyanur - 636004, Terraced Building Facing West
North Wing","1.Salem(C), D 18 Arthanarigounder street"
214,88,214,,"Saraswathi Vidhyalaya Elementry School, Railway Colony, Suramangalam - 636005, Building Facing
East Middle Wing","1.Salem (c), D 19 Anthonipuram"
215,88,215,,"Sri Ramakrishna Saradha Higher Secondary School, Suramangalam, Subramania Nagar - 636005, Terraced South Building Facing North East Wing
Room No.45","1.Salem (c), D 19 Asathunagar"
216,88,216,,"Mathar Sangam Nursury School, Suramangalam, Subramania Nagar - 636005, Facing North Building","1.Salem (C), D19, Kadhar Khan Street,
2.Salem (c), D19, Dharma Nagar1,
3.Salem (C), D19, Dharma Nagar2,
4.Salem (C), D19, Dharma Nagar Main Road,
5. Salem (C), D.19, V.O.C. Nagar"
217,88,217,,"Sri Ramakrishna Saradha Higher Secondary School, Suramangalam, Subramania Nagar - 636005, Facing
East South Wing Room No-8","1.Salem (C), D19,Mariamman Koil Street,
2.Salem (C), D19, Appavu Nagar"
218,88,218,,"Sri Ramakrishna Saradha Higher Secondary School, Suramangalam, Subramania Nagar - 636005, Terraced South Building Facing North East Wing Room No.46","1.Salem (C), D19, Dharmanagar 3rd Street,
2.Salem (C), D19, Elango Street,
3.Salem (C), D19, Kalidasan Street,
4.Salem (C), D19, Avvaiar Street,
5.Salem (C), D 19,Thiyagaprammam street,
6.Salem (C), D 19,Dharmanagar 4th street, 999-OVERSEAS ELECTORS"
219,88,219,,"Sri Ramakrishna Saradha Higher Secondary School, Suramangalam, Subramania Nagar - 636005, West Terraced Building Facing East Middle Wing Room No. 7","1.Salem (C), D19, Nakirar Street,
2.Salem (C), D19, Thiruvalluvar Street,
3.Salem (C), D19, Valmeeki Street,
4.Salem (C), D19, Dharmanagar 5th street,
5.Salem (C), D19, Ammapalayam Main Road,
6.Salem (C), D19, Sannadhi Street,
7.Salem (C), D19, Bharathiar Stree"
220,88,220,,"Salem City Municipal Corporation Middle School, Bodinaickenpatti - 636005, Terraced Building Facing
West North Wing","1.Salem (C), D20, Erikarai street,
2.Salem (C), D20, Kalaimagal street,
3.Salem (C), D22, Bodinaickenpatty Andipatty"
221,88,221,,"Salem City Municipal Corporation Middle School, Bodinaickenpatti - 636005, Terraced Building Facing West Middle Wing","1.Salem (C), D20,Gnanasambanthar street,
2.Salem (C), D22,Andipatty,
3.Salem (C), D20,Govindhasamy street,
4.Salem (C), D20,Marigounder street,
5.Salem (C), D20,muniyappan kovil street,
6.Salem (C), D20,Thirumagal street, 999-OVERSEAS ELECTORS"
222,88,222,,"Salem City Municipal Corporation Middle School, Suramangalam - 636005, Terraced Building Facing
South West Wing","1.Salem (C), D20, Kamaraj Street,
2.Salem (C), D20, Suramangalam Main Road"
223,88,223,,"Salem City Municipal Corporation Middle School, Suramangalam - 636005, Terraced Building Facing
South Middle Wing","1.Salem (C), D 20, Suramangalam Main Road,
2.Salem (C), D 20, Palaiya Suramangalam"
224,88,224,,"Salem City Municipal Corporation Middle School, Suramangalam - 636005, Terraced Building Facing South East Wing","1.Salem (C), D20,Ramalingam Nagar,
2.Salem (C), D20,West Railway colony,
3.Salem (C), D.20. Rajaji Nagar, 999-OVERSEAS ELECTORS"
225,88,225,,"Neelambal Subramaniam Matriculation Higher
Secondary school, Suramangalam - 636005, New Terraced Building Facing East South Wing Room","1.Salem (C), D 20 Majithu street,
2.Salem (C), D20 Nehru Street,
3.Salem (C), D 20 Anna Street,"
226,88,226,,"Neelambal Subramaniam Matriculation Higher Secondary school, Suramangalam - 636005, Terraced Building Facing East South Wing","1.Salem (C), D 20 Vellaiyan Street,
2.Salem (C), D20, Periyar Street, Odai,
3.Salem (C), D 20,Periyar Street J.J Nagar"
227,88,227,,"Neelambal Subramaniam Matriculation Higher Secondary school, Suramangalam - 636005, New
Terraced Building Facing East Middle Wing","1.Salem (C), D 20, Periyar Street"
228,88,228,,"ICDC Centre(612), Ariyagoundampatty - 636005, Terraced Building Facing North","1.Salem (V), D 22 Ariyagoundampatty,
2.Salem (C), D 21 Keel street, 999-OVERSEAS ELECTORS"
229,88,229,,"Salem City Municipal Corporation Elementary School, Ariyagoundampatty - 636005, Terraced Building
Facing West South Wing","1.Salem (C), D 21 Lanien Nagar, 2.Salem(C), D 21 Keel Street
3.Salem (c), D 21 Mariyamman kovil st"
230,88,230,,"Salem City Municipal Corporation Elementary School, Ariyagoundampatty - 636005, Terraced Building
Facing West Middle Wing","1.Salem (C), D 21 M.G.R, Nagar,
2.Salem (C), D 21 Melustreet,
3.Salem (C), D 22  Parakadu"
231,88,231,,"Salem City Municipal Corporation Elementary School, Ariyagoundampatty - 636005 Terraced Building
Facing West, North Wing.","1.Salem (C), D 21 Kaliyamman Nagar,
2.Salem (C), D 21 Salavaiyalar colony"
232,88,232,,"Salem City Municipal Corporation Elementary School, Ariyagoundampatty - 636005. Terraced Building
Facing West Middle Wing","1.Salem (C), D 21,Gandhi Nagar,
2.Salem (C), D 21 Lakshmi Nagar,
3.Salem (C), D 21 Mel Street I.T.I Near"
233,88,233,,"Salem City Municipal Corporation Elementary School, Solampallam - 636005, Terraced Building Facing East
South Wing","1.Salem (C), D 21 Tharamangalam Road,
2.Salem (C), D 21 Kattusotthan Valavu Thenpuram"
234,88,234,,"Salem City Municipal Corporation Elementary School, Solampallam - 636005, Terraced Building Facing North West Wing","1.Salem (C), D 21, Solapallam Paguthi"
235,88,235,,"Ramalinga Vallalar Primary School, Suramangalam - 636005, Terraced Building Facing West North Wing","1.Salem (C), D 21,Kattusetthan Valavu Vadapuram,
2.Salem (C), D 21,Railway Nagar"
236,88,236,,"Salem City Municipal Corporation Elementary School, Solampallam - 636005, Terraced Building Facing North East Wing","1.Salem (C), D 21, Sollapallam Paguthi,
2.Salem (C), D 21, Ammasi Gounder Street"
237,88,237,,"Ramalinga Vallalar Primary School, Old Suramangalam - 636005, Terraced Building Facing
South East Wing","1.Salem (C), Ward2, Indhira Nagar,
2.Salem (C), D 21, Achuvan Nagar,
3.Salem (C), D 21, Anna Nagar"
238,88,238,,"Ramalinga Vallalar Primary School, Old Suramangalam - 636005, Terraced Building Facing South Middle Wing","1.Salem (C), D 21 Kapilar Theru"
239,88,239,,"Ramalinga Vallalar Primary School, Old Suramangalam - 636005, Terraced Building Facing
West South Wing","1.Salem (C), D 21,M.G.R Nagar,
2.Salem (C), D 21 Periyar Nagar,
3.Salem (C), D 21 Rajiv Nagar,"
240,88,240,,"Panchayat Union Elementary School, Thalavaipatty - 636302, Terraced Building Facing North Middle Wing","1.Thalavaipatty (R.V) And (P), Ward1,Thalavaipatty"
241,88,241,,"Panchayat Union Elementary School, Thalavaipatty - 636302, Terraced Building Facing North west Wing","1.Thalavaipatty (R.V) And (P), Ward2, Pethanoor, 2.Thalavaipatty (R.V) And (P), Ward2, Kalarkadu,
3.Thalavaipatty (R.V) And (P), Ward1,Thalavaipatty"
242,88,242,,"Government Higher Secondary School, Sarkar Kollapatty - 636302 Terraced Building Facing South Building, East Wing.","1.Thalavaipatty (R.V) And (P), Ward2 Petthanoor Colourkadu, 2.Thalavaipatty (R.V) And (P), Ward4 Katthavarayankovil Paguthi, 3.Thalavaipatty (R.V) And (P), Ward3 Nagarkoil Circle,
4.Thalavaipatty (R.V) And (P), Ward3 Nadaiyavattam"
243,88,243,,"Government Higher Secondary School, Sarkar Kollapatty - 636302 Terraced Building Facing West,
South Wing.","1.Thalavaipatty (R.V) And (P), Ward3, Nadaiyavattam"
244,88,244,,"Government Higher Secondary School, Sarkar Kollapatty - 636302 Terraced Building Facing West, Middle Wing.","1.Thalavaipatty( R.V) And (P), Ward4,Siddhanoor, 2.Thalavaipatty (R.V) And (P), Ward5,Thirupathi goundanoor"
245,88,245,,"Community Hall, Thalavaipatty - 636302, Terraced Building Facing East","1.Thalavaipatty (R.V) And (P), Ward4, Anna Nagar, 2.Thalavaipatty (R.V) And (P), Ward5, M.V.S Nagar,
3.Thalavaipatty (R.V) And (P), Ward5, Kumaravel Vattam"
246,88,246,,"Government Higher Secondary School, Sarkar Kollapatty - 636302 Terraced Building Facing South, East Wing.","1.Thalavaipatty (R.V) And (P), Ward5, Periyandichi kovil varai, 2.Thalavaipatty (R.V) And (P), Ward5, E.S.I. West side still, 3.Thalavaipatty (R.V) And (P), Ward5, Earikarai,
4.Thalavaipatty (R.V) And (P), Ward5,Manickam Kadai Panchayat Ellai, 999-OVERSEAS ELECTORS"
247,88,247,,"Panchayat Union Middle School, Selathampatty -
636005, Terraced Building Facing East","1.Selathampatty ( R.V) And (P), Ward1,Uoorpaguthi,
2.Sellathampatty (R.V) And (P), Ward2,Minvayan street"
248,88,248,,"Panchayat Union Middle School, Selathampatty - 636005, Terraced Building Facing East North Wing","1.Sellathampatty (R.V) And (P), Ward2, Pavayee Vattam, 2.Sellathampatty (R.V) And (P), Ward2, Kaliyamman Kovil Vattam,
3.Sellathampatty (R.V) And (P), Ward4, Andipatty Kattu Valavu"
249,88,249,,"Panchayat Union Middle School, Selathampatty - 636005, Terraced Building Facing East Middle Wing","1.Selathampatty (R.V) And (P), Ward4,Selathampatty Eri, 2.Selathampatty (R.V) And (P), Ward4, Kudisaimattru Variyam,
3.Sellathampatty (R.V) And (P), Ward4, Arisana street"
250,88,250,,"Panchayat Union Middle School, Selathampatty - 636005, Terraced East Building North Facing Middle
Portion","1.Sellathampatty (R.V) And (P), Ward3,Karuppanur, 2.Sellathampatty (R.V) And (P), Ward3,Paraikadu"
251,88,251,,"Panchayat Union Middle School, Selathampatty - 636005, Terraced East Building South Facing Middle
Portion","1.Sellathampatty (R.V) And (P), Ward4, Anna Nagar, 2.Sellathampatty (R.V) And (P), Ward4, East Vattam"
252,88,252,,"Salem City Municipal Corporation Middle School, Bodinaickenpatti - 636005, Facing West South Wing","1.Salem (C), D22, Andipatty Colony,
2.Salem (C), D22, Jai Nagar,
3.Salem (C), D20, BodinaickenPatty Muniyappan kovil street"
253,88,253,,"Salem City Municipal Corporation Middle School, Sivathapuram - 636307, Terraced Building Facing West South Wing Room No-2","1.Salem(C), D 22 Indira Nagar, 2.Salem(C), D22, Kattur,
3.Salem(C), D 22 Kattur (Chinnappan Nagar),
999-OVERSEAS ELECTORS"
254,88,254,,"Salem City Municipal Corporation Middle School, Sivathapuram - 636307, Terraced Building Facing
West South Wing Room No-3","1.Salem (C), D 2 Malankattan Theru - 1"
255,88,255,,"Salem City Municipal Corporation Middle School,
Sivathapuram - 636307, Terraced Building Facing West Middle Wing","1.Salem (C), D 2 Malankattan Theru - 2"
256,88,256,,"Government Higher Secondary School, Sivathapuram
- 636307, Terraced Building Facing South West Wing","1.Salem(C), D 22 Siddhar Kovil Main Road, 2.Salem(C), D 22 M.G.R. Nagar, 3.Salem(C), D 22 Thirumurugan Nagar,
4.Salem(C), D 22 Agaisthiyar Maligai"
257,88,257,,"Government Higher Secondary School, Sivathapuram
- 636307, Terraced Building Facing South East Wing Room No.13","1.Salem(C), D 22 Angalamman Kovil Theru,
2.Salem (C), D 22 Amman Nagar, 3.Salem(C), D 22 Mariyamman Kovil Theru, 999-OVERSEAS ELECTORS"
258,88,258,,"Government Higher Secondary School, Sivathapuram
- 636307, Terraced Building Facing South East Wing Room No-17","1.Salem(C), D 22,Muthunayakkar colony, 2.Salem(C), D 22 Perumal Kovil street"
259,88,259,,"Government Higher Secondary School, Sivathapuram
- 636307, Terraced Building Facing South West Wing Room No-12","1. Salem(C), D 22 Meyyastreet, 2.Salem(C), D 22 Meyyatherukattuvalavu"
260,88,260,,"Government Higher Secondary School, Sivathapuram
- 636307, Terraced Building Facing South West Wing","1. Salem(C), D 22 Meyyastreet
2.Salem(C), D 22 Lakshmi Nagar, Meyyastreet, Kattu Valavu"
261,88,261,,"SCMC Middle School, Sivadhapuram, Salem -636307. Terraced Building Facing East North Wing","1.Salem (C), D 22, Andipatty -1"
262,88,262,,"SCMC Middle School, Sivathapuram - 636307
Terraced Building Facing East South Wing","1.Salem (C), D 22, Andipatty - 2"
263,88,263,,"Panchayat Union Elementary School, Kudumian Street in Sivathapuram - 636307, Facing West North
Wing","1.Salem(C), D 22 ,Kudumiyan theru, 2.Salem(C), D 22 Pattakaran theru"
264,88,264,,"Panchayat Union Elementary School, Kudumian Street in Sivathapuram - 636307 Terraced Building
Facing West, South Wing","1.Salem(C), D 22 Morambu Kadu, 2.Salem(C), D 22 Mottur"
265,88,265,,"St. Joseph Elementary School, Suramangalam - 636005, Terraced Building Facing West Middle Wing","1.Salem (C), D 23,Sukumar Colony,
2.Salem (C), D23, Nedunjalai Nagar"
266,88,266,,"Sri Ramakrishna Saradha Higher Secondary School, Suramangalam, Subramania Nagar- 636005, South Building North Facing Middle Portion Room No-14","1.Salem (c), D19, Kennadi Nagar"
267,88,267,,"St. Joseph Matriculation School, Suramangalam-636005,  New Building North Facing West Middle
Wing Room No-12","1.Salem (C), D23,Rajapuram,
2.Salem (C), D23,Kamarajar colony,
3.Salem (C), D23,Vedigounder Colony"
268,88,268,,"Sri Ramakrishna Saradha Higher Secondary School, Suramangalam, Subramania Nagar- 636005, New Building North Facing West Middle Wing Room No-
12","1.Salem (C) D19, Salem Road,
2.Salem (C) D19, Alagapuram Main Road"
269,88,269,,"St. Joseph Elementary School, Suramangalam - 636005, Terraced Building Facing West Middle Wing","1.Salem (C), D23, Mullai Nagar"
270,88,270,,"St. Joseph Elementary School, Suramangalam - 636005, Northern Building Facing North West Wing","1.Salem (C), D 23,East Thiruvagoundanoor Natham"
271,88,271,,"St. Joseph Matriculation School, Suramangalam - 636005, Terraced Building Facing North Middle Wing","1.Salem (C), D 23,East Thiruvagoundanoor Natham,
2.Salem (C), D23,Iyyar street"
272,88,272,,"St. Joseph Elementary School, Suramangalam - 636005, Terraced Building Facing North Middle Wing","1.Salem (c), D 23 post office road,
2.Salem (C), D 23,Kaveri Nagar,
3.Salem (C), D 23, Kavalar Kudiyiruppu,
4.Salem (C), D23,Rajaji Nagar"
273,88,273,,"St. Joseph Matriculation School, Suramangalam -
636005, Facing East South Wing","1.Salem (C), D23,Kannagi street,
2.Salem (C), D23, Palaniyappa Nagar"
274,88,274,,"St. Joseph Elementary School, Suramangalam - 636005, Terraced Middle Building West Facing
Middle Wing","1.Salem (C), D23,Putthar street,
2.Salem (C), D23,Sottaiyan street"
275,88,275,,"St. Joseph Matriculation School, Suramangalam - 636005, Terraced Building Facing East Middle Wing","1.Salem (C), D23,Thiruvagoundanoor Natham,
2.Salem (c), D23, Subaramaniya Nagar Virivakkam,
3.Salem (C), Ward23, Gandhi Asharamam"
276,88,276,,"St. Joseph Elementary School, Suramangalam - 636005, Terraced Building Facing North East Wing","1.Salem (C), D23,Colourkadu,
2.Salem (C), D23,Thiruvagoundanoor natham,
3.Salem (C), D23,Srinivasa Colony"
277,88,277,,"St. Joseph Elementary School, Suramangalam - 636005, Terraced Building Facing North Middle Wing","1.Salem (C), Ward23, Iyyar Street,
2.Salem (C), Ward23, Kannagi Street,
3.Salem (C), D23, Ranga Nagar"
278,88,278,,"St Joseph Elementary School, Suramangalam - 636005, Terraced Building Facing North Middle Wing","1.Salem (C), D23, Mullai Nagar,
2.Salem (c), D23, East Masuthi Street,
3.Salem (C), D23, Sottaiyan street pallam"
279,88,279,,"St. Joseph Elementary School, Suramangalam - 636005, Terraced Building Facing West South Portion","1.Salem (C), D23,Ammasi Nagar,
2.Salem (C), D23,Pandarathukaravattam,
3.Salem (C), D23,Salem Main Road"
280,88,280,,"St. Joseph Matriculation School, Suramangalam - 636005, Building Facing South Portion East Building","1.Salem (C), D23,Ramasamy Nagar,
2.Salem (C), D19,Vellaiyan layout, 999-OVERSEAS ELECTORS"
281,88,281,,"Sri Vidhya Mandhir Higher Secondary School, Meyyanur Road, Pallapatti - 636004, Facing North
West Wing","1.Salem (C), D 24  Royal Garden,
2.Salem (C), D 24 Cinema Nagar,
3.Salem (), D 24 Chinneri Vayakadu"
282,88,282,,"Sri Vidhya Mandhir Higher Secondary School, Meyyanur Road, Pallapatti - 636004, Facing North
West Wing","1.Salem (C), D 24 Chinneri Vayakadu"
283,88,283,,"Sri Vidhya Mandhir Higher Secondary School, Meyyanur Road, Pallapatti - 636004, Terraced Building Facing South Middle Portion Room No-25","1.Salem (C), D 24 ,Vanniyar Nagar"
284,88,284,,"Sri Vidhya Mandhir Higher Secondary School, Meyyanur Road, Pallapatti - 636004, Terraced
Building Facing South Middle Wing Room No-26","1.Salem (C), D 24 Periyerikarai"
285,88,285,,"National Child Welfare Center, Duraisamy Layout, Pallapatti - 636009, Terraced Building Facing East
North Wing.","1.Salem (C), D.25.Saminathapuram Main Road (Vandipet Backside),
2.Salem (C), D.25, Pallapatty Mariamman Koil Street"
286,88,286,,"Equitas Gurukul Matriculation School, Kandampatti - 636005, Terraced Building Facing South East Wing","1.Salem (C), D 24 Pallapatty Moolla Pillaiyar Nagar,
2.Salem (C), D 24 Rajiv Nagar"
287,88,287,,"Equitas Gurukul Matriculation School, Kandampatti - 636005, Terraced Building Facing West (East Block)","1.Salem (C), D 24 Pallapatty Moola Pillaiyar Nagar"
288,88,288,,"Sri Vidhya Mandhir Higher Secondary School, Meyyanur Road, Pallapatti - 636004, New Terraced
Building Facing East North Wing","1.Salem (C), D 24 Gupta Nagar -1"
289,88,289,,"Sri Vidhya Mandhir Higher Secondary School,
Meyyanur Road, Pallapatti - 636004, New Terraced Building Facing West South Wing","1.Salem (c), D 24 Gupta Nagar - 2"
290,88,290,,"Sri Vidhya Mandhir Higher Secondary School, Meyyanur Road, Pallapatti - 636004, Terraced
Building Facing South West Wing","1.Salem (C), D 24 Angammal Colony"
291,88,291,,"Sri Vidhya Mandhir Higher Secondary School, Meyyanur Road, Pallapatti - 636004, Terraced
Building Facing South West Wing","1.Salem (C), D 24 Angammal Colony"
