sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
205,72,205,205,,
206,72,206,206,,
207,72,207,207,,
208,72,208,208,,
209,72,209,209,,
210,72,210,210,,
211,72,211,211,,
212,72,212,212,,
213,72,213,213,,
214,72,214,214,,
215,72,215,215,,
216,72,216,216,,
217,72,217,217,,
218,72,218,218,,
219,72,219,219,,
220,72,220,220,,
221,72,221,221,,
222,72,222,222,,
223,72,223,223,,
224,72,224,224,,
225,72,225,225,,
226,72,226,226,,
227,72,227,227,,
228,72,228,228,,
229,72,229,229,,
230,72,230,230,,
231,72,231,231,,
232,72,232,232,,
233,72,233,233,,
234,72,234,234,,
235,72,235,235,,
236,72,236,236,,
237,72,237,237,,
238,72,238,238,,
239,72,239,239,,
240,72,240,240,,
241,72,241,241,,
242,72,242,242,,
243,72,243,243,,
244,72,244,244,,
245,72,245,245,,
246,72,246,246,,
247,72,247,247,,
248,72,248,248,,
249,72,249,249,,
250,72,250,250,,
251,72,251,251,,
252,72,252,252,,
253,72,253,253,,
254,72,254,254,,
255,72,255,255,,
256,72,256,256,,
257,72,257,257,,
258,72,258,258,,
259,72,259,259,,
260,72,260,260,,
261,72,261,261,,
262,72,262,262,,
263,72,263,263,,
264,72,264,264,,
265,72,265,265,,
266,72,266,266,,
267,72,267,267,,
268,72,268,268,,
269,72,269,269,,
270,72,270,270,,
271,72,271,271,,
272,72,272,272,,
273,72,273,273,,
274,72,274,274,,
275,72,275,275,,
276,72,276,276,,
277,72,277,277,,
278,72,278,278,,
279,72,279,279,,
280,72,280,280,,
281,72,281,281,,
282,72,282,282,,
283,72,283,283,,
284,72,284,284,,
285,72,285,285,,
286,72,286,286,,
287,72,287,287,,
288,72,288,288,,
289,72,289,289,,
290,72,290,290,,
291,72,291,291,,
292,72,292,292,,
293,72,293,293,,
