sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
229,23,229,"ECI Matriculation Higher Sec. School, Class Room 120 Feet Road Ekkatuthangal, Chennai-32 East Face Room","1.Ekkattuthangal.WardNo.168 Gandhi Nagar Extension 2.Ekkattuthangal.Wardno.168 kattabomman street 3.Ekkattuthangal.WardNo.168 Veeramamunivar Street 4.Ekkattuthangal. WardNo.168 Thiruvalluvar Street
5.Ekkattuthangal.Wardno.168 v.o.c. street
6.Ekkattuthangl.Ward No.168 Agathiyar Street 7.Ekkattuthangal.WardNo.168 Pallavan Street",All Voters
230,23,230,"Christian Matriculation Higher Sec. School, Class Room Vandipadai Street
,Ekkattuthangal, Chennai-32 West Face Room",1.Ekkattuthangal.Ward No140 Kalaimagal Nagar 2nd Street 2.Ekkattuthangal.WardNo.168 Ganapathi Nagar 2nd Street 3.Ekkattuthangal.WardNo.168 Ganapathi Nagar 1nd Street 4.Ekkattuthangal.WardNo.168 Ganapathi Nagar Extension,All Voters
231,23,231,"Christian Matriculation Higher Sec. School,Class Room 2 Vandipadai Street
,Ekkattuthangal, Chennai-32 West Face Room",1.Ekkattuthangal.WardNo.168 Kalaimagal 1st Main Road 2.Ekkattuthangal.WardNo.168 Kalaimagal Nagar 1st Cross Street 3.Ekkattuthangal.WardNo.168 Kalaimagal Nagar 2nd Cross Street 4.Ekkattuthangal.WardNo.168 kalaimagal nagar 3rd cross street 5.Ekkattuthangal.WardNo.168 Kalaimagal Nagar 4th Cross Street 6.Ekkattuthangal.WardNo.168 Kalaimagal Nagar 3rd Main Road 7.Ekkattuthangal.WardNo.168 Manjolai 1st Main Road 8.Ekkattuthangal.WardNo.168 Manjolai 2nd Main Road 9.Ekkattuthangal.WardNo.168 Navarathan Garden 1st Main Road 10.Ekkattuthangal.WardNo.168 Landmarvel Mercury Flat 11.Ekkattuthangal.WardNo.168 Navarathna Garden 2nd Main Road 12.Ekkattuthangal.WardNo.168 Navarathna Garden 2nd Cross Street 13.Ekkattuthangal.WardNo.168 Navarathna Garden 1st Cross Street 14.Ekkattuthangal.WardNo.168 Navarathna Garden 1st Street 15.Ekkattuthangal.WardNo.168 Rajarajan Street,All Voters
232,23,232,"Christian Matriculation Higher Sec. School,Class Room 3 Vandipadai Street
,Ekkattuthangal, Chennai-32 West Face Room",1.Ekkattuthangal.WardNo.168 Balaji Nagar 1st Main Road 2.Ekkattuthangal.WardNo.168 Balaji Nagar 2nd Main Road 3.Ekkattuthangal.WardNo.168 Balaji Nagar 1st Cross Street 4.Ekkattuthangal.WardNo.168 Balaji Nagar 2nd Cross Street 5.Ekkattuthangal.WardNo.168 Balaji Nagar 3rd Cross Street 6.Ekkattuthangal.WardNo.168 balaji nagar 4th cross street 7.Ekkattuthangal.WardNo.168 Balaji Nagar 5th Cross Street 8.Ekkattuthangal.WardNo.168 balaji nagar 6th cross street 9.Ekkattuthangal.WardNo.168 alavinayagar Koil Street (Ganapathi Street) 10.Ekkattuthangal.WardNo.168 Shankar Flat 11.Ekkattuthangal.WardNo.168 alaimagal Nagar 3rd Main Road (1st Lane),All Voters
233,23,233,"Guindy arima sanga labour colony, Class
Room-1Aguindy industural estate road chennai - 32 South Face Room",1.Guindy.Ward No.168 Reddy 1st Street 2.Guindy.Ward No.168 Reddy 2nd Street 3.Guindy.Ward No.168 Reddy 3rd Street 4.Guindy.Ward No.168 Alathiamman Koil Street 5.Guindy.Ward No.168 Nagi Reddy Thottam,All Voters
234,23,234,"Guindy arima sanga labour colony, 1B Class
Room-guindy industural estate road chennai - 32 South Face Room",1.Guindy.Ward No.168 Nagi Reddy Thottam 2.Guindy.Ward No.168 Arulalamman Pettai 1st Street 3.Guindy.Ward No.168 Arulalamman Pettai 2nd Street,All Voters
235,23,235,"Guindy arima sanga labour colony ,Class Room-2A guindy industural estate road chennai - 32 South Face Room",1.Guindy.Ward No.168 guindy labour colony,All Voters
236,23,236,"Guindy arima sanga labour colony, 2B guindy industural estate road chennai - 32 South Face Room","1.Guindy.Ward No.168 guindy labour colony 2.Guindy.Ward No.168 Labour Colony 3rd Street 3.Guindy.Ward No.168 Labour Colony 4th Street 4.Guindy.Ward No.168 labour colony 1st street 5.Guindy.Ward No.168 H T L Quarters
6.Guindy.Ward No.168 A T I Quarters",All Voters
237,23,237,"Guindy arima sanga labour colony, 2C guindy industural estate road chennai - 32 South Face Room",1.Guindy.Ward No.168 Labour Colony 2nd Street 2.Guindy.Ward No.168 Carttrak Labour Colony 3.Guindy.Ward No.168 Labour Colony (S. Q) 4.Guindy.Ward No.168 Labour Colony D Block 5.Guindy.Ward No.168 Labour Colony G Block 6.Guindy.Ward No.168 Labour Colony (Apartment),All Voters
238,23,238,"Lady Nye Madras round Table - 1 Special Hr sec school, Class Room-1 Bajanai koil street Chennai-113 West Face Room",1.Pallipattu Kalingkunram.Ward No.170 Sriram Nagar Main Road 2.Pallipattu Kalingundram.Ward No.170 Sriram Nagar 1st Street 3.Pallipattu Kalingundram.Ward No.170 Sriram Nagar 2nd Street 4.Pallipattu Kalingundram.Ward No.170 Sriram Nagar 3rd Street 5.Pallipattu Kalingundram.Ward No.170 Sriram Nagar 4th Street 6.Pallipattu Kalingundram.Ward No.170 Sriram Nagar 5th Street 7.Pallipattu kalingundram.Ward No.170 r.l.i flats 5 block flats 8.Pallipattu Kalingundram.Ward No.170 Bajanai Koil Street,All Voters
239,23,239,"Lady Nye Madras round Table - 1 Special Hr sec school, Class Room-1 Bajanai koil street Chennai-113 West Face Room","1.Pallipattu Kalingundram.Ward No.170 Sriram Nagar Colony 2.Pallipattu Kalingundram.Ward No.170 Yogi Garden Street
3.Pallipattu Kalikundram.Ward No.170 Pallipattu Main Road ( Bajanai Koil Street)
4.Pallipattu Kalikundram.Ward No.170 Ethiraj Street 1 to 22 5.Pallipattu Kallikundram.Ward No.170 Pallipattu Lane 1 to 19 6.Pallipattu Kalingundram.Ward No.170 New Street
7.Pallipattu Kaligundram.Ward No.170 Kandhasami Street",All Voters
240,23,240,"Lady Nye Madras round Table - 1 Special Hr sec school,Class Room-2 Bajanai koil street Chennai-113 West Face Room","1.Pallipattu.Ward No.170 kalikundram main road 2.Pallipattu.Ward No.170 Mayura Flats
3.Pallipattu.Ward No.170 Kalikundram 1st Street 4.Pallipattu.Ward No.170 kalikundram 2nd street 5.Pallipattu.Ward No.170 Pilliyar Koil 1st Street 6.Pallipattu.Ward No.170 Pilliyar Koil 2nd Street
7.Pallipattu.Ward No.170 Pilliyar Koil 3rd Street",All Voters
241,23,241,"Lady Nye Madras round Table - 1 Special Hr sec school, Class Room-3 Bajanai koil street Chennai-113 West Face Room",1.Pallipattu.Ward No.170 Thiruveedhi Amman Koil Street Huts 2.Pallipattu.Ward No.170 Anna Street,All Voters
242,23,242,"Vanavani Matriculation
Hr sec schl, Class Room 1A IIT Campus Guindy Chennai-36 West Face Room","""1.I.I.T. Campus .Ward No.172
I.I.T Campus New""
2.I.I.T Campus.Ward No.172 4th Cross Street",All Voters
243,23,243,"Vanavani Matriculation Hr sec schl,Class Room 1B IIT Campus Guindy Chennai-36 West Face Room","""1.I.I.T. Campus .Ward No.172
I.I.T Campus New""
2.I.I.T Campus.Ward No.172 Pan Avenue",All Voters
244,23,244,"Vanavani Matriculation Hr sec schl,Class Room2A IIT Campus Guindy Chennai-36 West Face Room","1.I.I.T Campus.Ward No.172 3rd Cross Street
2.I.I.T Campus.Ward No.172 8th Cross Street
3.I.I.T Campus.Ward No.172 5th Cross Street
4.I.I.T Campus.Ward No.172 9th Cross Street
5.I.I.T Campus.Ward No.172 12th Loop Street
6.I.I.T Campus.Ward No.172 12th Cross Street
7.I.I.T Campus.Ward No.172 13th Cross Street
8.I.I.T Campus.Ward No.172 14th Cross Street
9.I.i.t campus.Ward No.172 Zig Zag Street
10.I.I.T Campus.Ward No.172 Lakview Road
11.I.i.t campus.Ward No.172 11th Street
12.I.I.T Campus.Ward No.172 12th Street
13.I.I.T Campus.Ward No.172 Delhi Avenue
14.I.I.T Campus.Ward No.172 6th Cross Street 15I.I.T Campus.Ward No.172 1St Cross Street",All Voters
245,23,245,"Advent Chirstian Middle school,Class Room-5th A Velachery Road Chennai-32 West Face Room",1.Gundiy.Ward No.172 Kannigapuram 1st Street 2.Gundiy.Ward No.172 Kannigapuram 2nd Street 3.Gundiy.Ward No.172 Kannigapuram 3rd Street 4.Gundiy.Ward No.172 Kannigapuram 4th Street 5.Gundiy.Ward No.172 Kannigapuram 5th Street 6.Gundiy.Ward No.172 Kannigapuram 6th Street 7.Gundiy.Ward No.172 Kannigapuram 7th Street 8.Gundiy.Ward No.172 Kannigapuram 8th Street 8.Gundiy.Ward No.172 Kannigapuram 8th Street 10.Gundiy.Ward No.172 Kannigapuram 10th Street 11.Gundiy.Ward No.172 Kannigapuram 11th Street 12.Gundiy.Ward No.172 Kannigapuram 12th Street 13.Gundiy.Ward No.172 Kannigapuram 13th Street 14.Gundiy.Ward No.172 Kannigapuram 14th Street 15.Gundiy.Ward No.172 Kannigapuram 15th Street,All Voters
246,23,246,"Advent Chirstian Middle school,Class Room-5th A Velachery Road Chennai-32 West Face Room","1.Gundiy.Ward No.172 New Kannigapuram 1st Street 2.Gundiy.Ward No.172 NewKannigapuram 2nd Street 3.Gundiy.Ward No.172 NewKannigapuram 3rd Street
4.Guindy Ward No.172 Sudharsan Gardan
5.Guindy sardar patel road.Ward No.172 b.c.g. employees housing board a 34",All Voters
247,23,247,"Advent Chirstian Middle school,Class Room-5th B Velachery Road Chennai-32 West Face Room",1.Gundiy.Ward No.172 Gul Mohar Avenue 2.Gundiy.Ward No.172 Kannigapuram 16th Street 3.Gundiy.Ward No.172 Kanniagapuram 17th Street 4.Gundiy.Ward No.172 Kannigapuram 18th Street 34 Street Garden,All Voters
248,23,248,"Advent Chirstian Middle school,Class Room-5th C Velachery Road Chennai-32 West Face Room","1.Guindy Ward No.172 Alsadiyar Park
2.Guindy Ward No.172 Raj Bhavan Governor House
3.Guindy Ward No.172 Forest Officers Quarters
4.Guindy Ward No.172 Raj Bhavan Colony",All Voters
249,23,249,"Gurunanak College, Sindhu Block,Hall No-1 Velachery Main road Chennai-32 South Face Room",1.Guindy.Ward No.172 Nehru Nagar 1st Street 2.Guindy.Ward No.172 Nehru Nagar 3rd Street 3.Guindy.Ward No.172 Nehru Nagar 4th Street 4.Guindy.Ward No.172 Kanniyamman Koil Street 5.Guindy.Ward No.172 Pillaiyar koil Street,All Voters
250,23,250,"Gurunanak College Sindhu Block,Hall No-2 Velachery Main road Chennai-32 South Face Room",1.Guindy.Ward No.172 anbalagan street 2.Guindy.Ward No.172 Govinda Samy Street 3.Guindy.Ward No.172 Bharathithasan Street,All Voters
251,23,251,"Gurunanak College Sindhu Block ,Hall No- 3 Velachery Main road Chennai-32 South Face Room",1.Guindy.Ward No.172 Jeevanandam Street 2.Guindy.Ward No.172 Sathya Murthy Street 3.Guindy.Ward No.172 Nehru Nagar 2nd Street 4.Guindy.Ward No.172 Veeravanjinathan Street 5.Guindy.Ward No.172 K.V.K Samy Street,All Voters
252,23,252,"Gurunanak College Sindhu Block ,Hall No- 4 Velachery Main road Chennai-32 South Face Room","1.Guindy, nehru nagar.WardNo.172 nedunchezhiyan street 2.Guindy, nehru nagar.WardNo.172 periyar street 3.Guindy.Ward No.172 New Colony",All Voters
253,23,253,"Gurunanak College Sindhu Block,Hall No-5 Velachery Main road Chennai-32 South Face Room","1.Guindy, Nehru Nagar.WardNo.172, Anbil Dharmalingam Street Nehru Nagar 2.Guindy.Ward No.172 Madavan Street",All Voters
254,23,254,"Gurunanak College Sindhu Block, Hall No 6 - Velachery Main road Chennai-32 South Face Room","1.Guindy.Ward No.172 Veerapandy Kattabomman Street 2.Guindy, Kamarajpuram.Ward No.172 Gandhi Street 1 to 67",All Voters
255,23,255,"Gurunanak College Sindhu Block , Hall No- 7 Velachery Main road Chennai-32 South Face Room","1.Guindy Kamarajpuram.Ward No.172 Gangai Amman Koil 1st Street 2.Vellacherry.Ward No.172 marudu pandiyan salai 3.Vellacherry.Ward No.172 Pradap Chandran Street
4.Guindy, ramarajpuram.Ward No.172 kannagi street 1 to 19",All Voters
256,23,256,"Gurunanak College Sindhu Block,Hall No-8 Velachery Main road Chennai-32 South Face Room",1.Vellacherry.Ward No.172 Gangaiamman Koil Street Door no 1 to 100,All Voters
257,23,257,"Gurunanak College Sindhu Block,Hall No-9 Velachery Main road Chennai-32 South Face Room",1.Vellacherry.Ward No.172 Gangaiamman Koil Street Door no 101 to 200,All Voters
258,23,258,"Gurunanak Matriculation Higher Sec School ,Class Room-1 Velacherry Main Road, Chennai- 600042 South Face Room","1.Velacherry.Ward No.172 K.R Ramasamy Nagar 2.Velacherry.Ward No.172 Ambedkar Nagar
3.Velacherry.Ward No.172 Castle Vings
4.Velacherry.Ward No.172 Vasantham Apartments 5.Velacherry.Ward No.172 Police Quarters
6.Velacherry.Ward No.172 Villa Espana
7.Velacherry.Ward No.172 Anna Thottam 1st Street 8.Velacherry.Ward No.172 Anna Thottam 2nd Street 9.Velacherry.Ward No.172 Appalakulam Street 10.Velacherry.Ward No.172 Karumariyamman Koil Street
11.Velachery.Ward No.172 nagendiran nagar 1 to 33",All Voters
259,23,259,"Gurunanak Matriculation Higher Sec School,Class Room- 2 Velacherry Main Road, Chennai- 600042 South Face Room","1.Guindy Janakpuri.WardNo.172 Janakpuri 1st Street
2.Guindy Janakpuri.WardNo.172 Sankaran Avenue
3.Guindy Janakpuri.WardNo.172 Janakpuri 2nd Street 4.Guindy, Velachery Road.Ward No.172 Somasundaram Street 5.Guindy.Ward No.172 Pasumpon Street
6.Velacherry.Ward No.172 Radha Mohan Street 7.Velacherry.Ward No.172 Pandiyan Street
8.Velacherry.Ward No.172 Rajagopalan Street",All Voters
260,23,260,"Gurunanak Matriculation Higher Sec School, Class Room-3 Velacherry Main Road, Chennai- 600042 South Face Room","1.Velacherry.Ward No.172 bharathi street kamarajapuram 2.Velacherry.Ward No.172 Pandi Durai Street
3.Velacherry.Ward No 172 Kumaran Street
4.Velacherry.Ward No 172 Ganapathy Nagar 1st Street 5.Velacherry.Ward No 172 Ganapathy Nagar 2nd Street",All Voters
261,23,261,"Chennai Higher Sec. School, 1A-Class Room Maduvankarai Five Furlong Salai, Chennai- 600032 North Face Room","1.Guindy bharathi nagar.Ward No.172 bharathi nagar main road
2.Guindy Bharathi Nagar.Ward No.172 Nethaji Street
3.Guindy Bharathi Nagar.Ward No.172 Krishnamoorthy Street
4.Guindy Bharathi Nagar.Ward No.172 Pilliyar Koil Street",All Voters
262,23,262,"Chennai Higher Sec. School, 1B-Class Room Maduvankarai Five Furlong Salai, Chennai- 600032 North Face Room","1.Guindy bharathi nagar.Ward No.172 m.g.r.street
2.Guindy Bharathi Nagar.Ward No.172 Race Course Road 3.Guindy.Ward No.172 Sigal Race View Apartments 60 4.Guindy.Ward No.172 Tank Square Street",All Voters
263,23,263,"Chennai Higher Sec. School, 1D-Class Room Maduvankarai Five Furlong Salai, Chennai- 600032 North Face Room","1.Guindy.Ward No.172 race course innerroad appartments 2.Guindy.Ward No.172 Dr Ambedkar Street
3.Guindy.Ward No.172 Race Corce Street
4.Guindy.Ward No.172 Race View Colony 1st Street 5.Guindy.Ward No.172 Race View Colony 2nd Street 6.Guindy.Ward No.172 chandira flats 7.Guindy.Ward No.172 Race View Colony 3rd Street",All Voters
264,23,264,"Chennai Higher Sec. School, 1C Class Room Maduvankarai, Chennai-32 North Face Room",1.Guindy Ward No.172 Chakrapani Salai 2.Guindy.WardNo 172 K.V.Appartments 3.Guindy.Ward No.172 Narasingapuram Extn. 4.Guindy.Ward No.172 Narasingapuram 1st Street 5.Guindy.Ward No.172 Narasingapuram 2nd Street,All Voters
265,23,265,"Chennai Higher Sec. School, Class Room-- 1E &FMaduvankarai Five Furlong Salai, Chennai-600032 North Face Room",1.Guindy.Ward No.172 Narasingapuram 3rd Street 2.Guindy.Ward No.172 Narasingapuram 4th Street 3.Guindy.Ward No.172 Narasingapuram 5th Street 4.Guindy.Ward No.172 Narasingapuram 6th Street 5.Guindy.Ward No.172 Narasingapuram 8th Street 6.Guindy.Ward No.172 Narasingapuram Main Salai 7.Guindy.Ward No.172 Narasingapuram 7th Street,All Voters
266,23,266,"Beeta Matriculation HR sec school,Class Room 1st A Vandikaran street Maduvankarai chennai- 32 East Face Room","1.Guindy.Ward No.172 Ranganathan Street 2.Guindy.Ward No.172 thirumurugan street 3.Guindy.Ward No.172 raman avenue 4.Guindy.Ward No.172 Vandikaran Road
5.Guindy.Ward No.172 Selva Vinayagar Quarters 6.Guindy.Ward No.172 Sangeetha Apartment
7.Guindy.Ward No.172 Rasi Apartments",All Voters
267,23,267,"Beeta Matriculation HR sec school,Class Room 1st B Vandikaran street Maduvankarai chennai- 32 East Face Room","1.Guindy.Ward No.172 vandikaran street 2.Guindy.Ward No.172 race view apartment 3.Guindy.Ward No.172 Gokulam Colony 4.Guindy.Ward No.172 Gopalakrishnan Street 5.Guindy.Ward No.172 Kannan Apartments 6.Guindy.Ward No.172 Kala Flats
7.Guindy.Ward No.172 CTS Avenue Whole Block",All Voters
268,23,268,"Beeta Matriculation HR sec school,Class Room 2nd A Vandikaran street Maduvankarai chennai- 32 East Face Room","1.Guindy.Ward No.172 Angalamman Kovil 2nd Street 2.Guindy.Ward No.172 CTS Guindy Enclave 3.Guindy.Ward No.172 Vandikaran Street 4.Guindy.Ward No.172 Angalamman Koil 1st Street 5.Guindy.Ward No.172 Agilandeswari Apartment 6.Guindy.Ward No.172 Balaji Avenue 7.Guindy.Ward No.172 Vingneshwara Street
8.Guindy.Ward No.172 Chandran Street",All Voters
269,23,269,"Beeta Matriculation HR sec school,Class Room - 2nd B Vandikaran street Maduvankarai chennai- 32 East Face Room","1.Guindy.Ward No.172 Mettupalayam New Street 2.Guindy.Ward No.172 Chandiran Street
3.Guindy.Ward No.172 New Number 1 Mahalakshmi Flat A Block 4.Guindy.Ward No.172 mahalakshmi flat b block
5.Guindy.Ward No.172 Mahalakshmi Flat C Block 6.Guindy.Ward No.172 Umapathy Thottam
7.Guindy.Ward No.172 Secretariat Colony City Limit Road",All Voters
270,23,270,"Chennai Higher Sec. School, Class Room - 1st A Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room",1.Gindy.Ward No.172 Manthoppu 1st Street 2.Guindy.Ward No.172 Manthoppu 2nd Street 3.Guindy.Ward No.172 Manthoppu 3rd Street,All Voters
271,23,271,"Chennai Higher Sec. School,Class Room - 1st B Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room","1.Guindy.Ward No.172 Sengoniyamman Koil 1st Street
2.Guindy. Ward No.172 Sengalani Amman Koil Main Street 3.Guindy.Ward No.172 Sindicate Apartment",All Voters
272,23,272,"Chennai Higher Sec. School,Class Room - 1st C Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room","1.Guindy.Ward No.172 Sengalani Amman Koil 2nd Street 2.Guindy.Ward No.172 Sristy Apartment
3.Guindy.Ward No.172 Sai Krishna Apartment 4.Guindy.Ward No.172 Five
Furlong Salai Lane 5.Guindy.Ward No.172 Five Furlong Salai 1st Street 6.Guindy.New Ward No.172 Mangoliya Apartment",All Voters
273,23,273,"Chennai Higher Sec. School, Class Room - 2nd A Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room",1.Guindy.Ward No.172 Five Furlong Road Lane,All Voters
274,23,274,"Chennai Higher Sec. School, Class Room - 2nd B Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room",1.Guindy.Ward No.172 Maduraiveen Koil Street 2.Guindy.Ward No.172 sathanipet 1st street 3.Guindy.Ward No.172 Sathanipet 2nd Street,All Voters
275,23,275,"Chennai Higher Sec. School, Class Room - 3rd A Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room",1.Guindy.Ward No.172 Masudi Colony 2nd Street 2.Guindy.Ward No.172 masudi colony 3rd street 3.Guindy.Ward No.172 Masudi Colony 4th Street 4.Guindy.Ward No.172 Mosque Colony 11th Street 5.Guindy.Ward No.172 Masudi Colony 8th Street,All Voters
276,23,276,"Chennai Higher Sec. School, Class Room - 3rd B Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room",1.Guindy.Ward No.172 masudi colony 5th street 2.Guindy.Ward No.172 Masudi Colony 6th Street 3.Guindy.Ward No.172 Masudi Colony 7th Street,All Voters
277,23,277,"Chennai Higher Sec. School, Class Room - 4th A Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room",1.Guindy.Ward No.172 Pilliyar Koil Street 1 to 75,All Voters
278,23,278,"Chennai Higher Sec. School, Class Room - 4th B Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room",1.Guindy.Ward No.172 Pilliyar Koil Street 1 to 75,All Voters
279,23,279,"Chennai Higher Sec. School, Class Room - 5th A Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room",1.Guindy.Ward No.172 Pillaiyar Koil Street (76 to end),All Voters
280,23,280,"Chennai Primary
School, Class Room - 5th B Maduvankarai Five Furlong Salai, Chennai-600032 East","1.Guindy.Ward No.172 Golds View Apartment 2.Guindy.Ward No.172 Masudi Colony 1st Street
3.Guindy Maduvinkarai.WardNo.172 Masuthi Colony 14th Street",All Voters
281,23,281,"Chennai Primary . School, Class Room - 6th A Maduvankarai Five Furlong Salai, Chennai-600032","1.Guindy Maduvinkarai.WardNo.172 Masuthi Colony 13th Street
2.Guindy Maduvankarai.WardNo.172 Masuthi Colony 15th Street
3.Guindy Maduvankarai.WardNo.172 Masuthi Colony 16th Street
4.Guindy Maduvankarai.WardNo.172 Masuthi Colony 17th Street
5.Guindy Maduvankarai.WardNo.172 Masuthi Colony 9th Street",All Voters
282,23,282,"Chennai primary  School,Class Room - 6th B Maduvankarai Five Furlong Salai, Chennai-600032 East Face Room","1.Guindy.Ward No.172 Mettu Street
2.Guindy.Ward No.172 new street mosque colony street 3.Guindy.Ward No.172 Mosque Colony 10th Street 4Guindy.Ward No.172 Mosque Colony 12th Street 5.Guindy.Ward No.172 Nethaji Road",All Voters
