ac_code,ps_serial_number,ps_code,candidate_serial_number,candidate_votes
170,89,89,3,19
170,89,89,4,7
170,89,89,5,0
170,89,89,6,147
170,89,89,7,0
170,89,89,8,0
170,89,89,9,0
170,89,89,10,1
170,89,89,11,0
170,89,89,12,4
170,89,89,13,0
170,89,89,14,0
170,89,89,0,0
170,90,90,1,121
170,90,90,2,399
170,90,90,3,20
170,90,90,4,7
170,90,90,5,0
170,90,90,6,262
170,90,90,7,1
170,90,90,8,0
170,90,90,9,0
170,90,90,10,1
170,90,90,11,2
170,90,90,12,0
170,90,90,13,0
170,90,90,14,6
170,90,90,0,2
170,91,91,1,384
170,91,91,2,296
170,91,91,3,34
170,91,91,4,4
170,91,91,5,1
170,91,91,6,188
170,91,91,7,0
170,91,91,8,0
170,91,91,9,0
170,91,91,10,0
170,91,91,11,1
170,91,91,12,0
170,91,91,13,2
170,91,91,14,2
170,91,91,0,5
170,92,92,1,126
170,92,92,2,348
170,92,92,3,31
170,92,92,4,17
170,92,92,5,0
170,92,92,6,261
170,92,92,7,2
170,92,92,8,0
170,92,92,9,1
170,92,92,10,0
170,92,92,11,2
170,92,92,12,3
170,92,92,13,2
170,92,92,14,3
170,92,92,0,1
170,93,93,1,167
170,93,93,2,97
170,93,93,3,1
170,93,93,4,0
170,93,93,5,0
170,93,93,6,81
170,93,93,7,0
170,93,93,8,0
170,93,93,9,0
170,93,93,10,0
170,93,93,11,0
170,93,93,12,2
170,93,93,13,0
170,93,93,14,1
170,93,93,0,0
170,94,94,1,152
170,94,94,2,218
170,94,94,3,13
170,94,94,4,0
170,94,94,5,0
170,94,94,6,222
170,94,94,7,0
170,94,94,8,0
170,94,94,9,0
170,94,94,10,0
170,94,94,11,0
170,94,94,12,0
170,94,94,13,0
170,94,94,14,2
170,94,94,0,3
170,95,95,1,160
170,95,95,2,234
170,95,95,3,8
170,95,95,4,1
170,95,95,5,0
170,95,95,6,136
170,95,95,7,0
170,95,95,8,1
170,95,95,9,1
170,95,95,10,0
170,95,95,11,0
170,95,95,12,0
170,95,95,13,0
170,95,95,14,0
170,95,95,0,0
170,96,96,1,96
170,96,96,2,343
170,96,96,3,15
170,96,96,4,4
170,96,96,5,1
170,96,96,6,201
170,96,96,7,0
170,96,96,8,0
170,96,96,9,0
170,96,96,10,0
170,96,96,11,1
170,96,96,12,1
170,96,96,13,0
170,96,96,14,2
170,96,96,0,0
170,97,97,1,185
170,97,97,2,270
170,97,97,3,12
170,97,97,4,1
170,97,97,5,0
170,97,97,6,149
170,97,97,7,0
170,97,97,8,1
170,97,97,9,0
170,97,97,10,1
170,97,97,11,0
170,97,97,12,1
170,97,97,13,2
170,97,97,14,0
170,97,97,0,1
170,98,98,1,131
170,98,98,2,270
170,98,98,3,17
170,98,98,4,3
170,98,98,5,0
170,98,98,6,139
170,98,98,7,0
170,98,98,8,0
170,98,98,9,0
170,98,98,10,0
170,98,98,11,0
170,98,98,12,0
170,98,98,13,0
170,98,98,14,7
170,98,98,0,3
170,99,99,1,190
170,99,99,2,234
170,99,99,3,27
170,99,99,4,7
170,99,99,5,0
170,99,99,6,166
170,99,99,7,1
170,99,99,8,0
170,99,99,9,0
170,99,99,10,0
170,99,99,11,0
170,99,99,12,2
170,99,99,13,2
170,99,99,14,0
170,99,99,0,4
170,100,100,1,204
170,100,100,2,178
170,100,100,3,7
170,100,100,4,1
170,100,100,5,1
170,100,100,6,85
170,100,100,7,0
170,100,100,8,0
170,100,100,9,0
170,100,100,10,0
170,100,100,11,0
170,100,100,12,0
170,100,100,13,0
170,100,100,14,2
170,100,100,0,4
170,101,101,1,254
170,101,101,2,301
170,101,101,3,33
170,101,101,4,2
170,101,101,5,3
170,101,101,6,233
170,101,101,7,2
170,101,101,8,0
170,101,101,9,0
170,101,101,10,1
170,101,101,11,1
170,101,101,12,1
170,101,101,13,0
170,101,101,14,3
170,101,101,0,3
170,102,102,1,224
170,102,102,2,162
170,102,102,3,12
170,102,102,4,0
170,102,102,5,0
170,102,102,6,135
170,102,102,7,0
170,102,102,8,0
170,102,102,9,0
170,102,102,10,1
170,102,102,11,0
170,102,102,12,1
170,102,102,13,0
170,102,102,14,1
170,102,102,0,2
170,103,103,1,0
170,103,103,2,0
170,103,103,3,0
170,103,103,4,0
170,103,103,5,0
170,103,103,6,0
170,103,103,7,0
170,103,103,8,0
170,103,103,9,0
170,103,103,10,0
170,103,103,11,0
170,103,103,12,0
170,103,103,13,0
170,103,103,14,0
170,103,103,0,0
170,103,103,1,183
170,103,103,2,297
170,103,103,3,20
170,103,103,4,6
170,103,103,5,1
170,103,103,6,243
170,103,103,7,2
170,103,103,8,0
170,103,103,9,2
170,103,103,10,0
170,103,103,11,1
170,103,103,12,1
170,103,103,13,0
170,103,103,14,1
170,103,103,0,2
170,104,104,1,0
170,104,104,2,0
170,104,104,3,0
170,104,104,4,0
170,104,104,5,0
170,104,104,6,0
170,104,104,7,0
170,104,104,8,0
170,104,104,9,0
170,104,104,10,0
170,104,104,11,0
170,104,104,12,0
170,104,104,13,0
170,104,104,14,0
170,104,104,0,0
170,104,104,1,237
170,104,104,2,358
170,104,104,3,24
170,104,104,4,3
170,104,104,5,10
170,104,104,6,304
170,104,104,7,3
170,104,104,8,0
170,104,104,9,0
170,104,104,10,3
170,104,104,11,1
170,104,104,12,2
170,104,104,13,0
170,104,104,14,4
170,104,104,0,2
170,105,105,1,350
170,105,105,2,196
170,105,105,3,7
170,105,105,4,14
170,105,105,5,1
170,105,105,6,128
170,105,105,7,1
170,105,105,8,0
170,105,105,9,0
170,105,105,10,0
170,105,105,11,0
170,105,105,12,1
170,105,105,13,1
170,105,105,14,2
170,105,105,0,0
170,106,106,1,147
170,106,106,2,169
170,106,106,3,7
170,106,106,4,1
170,106,106,5,0
170,106,106,6,78
170,106,106,7,0
170,106,106,8,0
170,106,106,9,0
170,106,106,10,0
170,106,106,11,0
170,106,106,12,0
170,106,106,13,0
170,106,106,14,1
170,106,106,0,1
170,107,107,1,130
170,107,107,2,250
170,107,107,3,17
170,107,107,4,17
170,107,107,5,3
170,107,107,6,185
170,107,107,7,2
170,107,107,8,0
170,107,107,9,0
170,107,107,10,0
170,107,107,11,0
170,107,107,12,1
170,107,107,13,0
170,107,107,14,0
170,107,107,0,0
170,108,108,1,327
170,108,108,2,289
170,108,108,3,12
170,108,108,4,11
170,108,108,5,1
170,108,108,6,164
170,108,108,7,1
170,108,108,8,0
170,108,108,9,0
170,108,108,10,0
170,108,108,11,0
170,108,108,12,0
170,108,108,13,1
170,108,108,14,1
170,108,108,0,2
170,109,109,1,271
170,109,109,2,228
170,109,109,3,8
170,109,109,4,0
170,109,109,5,0
170,109,109,6,139
170,109,109,7,0
170,109,109,8,0
170,109,109,9,0
170,109,109,10,0
170,109,109,11,0
170,109,109,12,3
170,109,109,13,0
170,109,109,14,1
170,109,109,0,1
170,110,110,1,40
170,110,110,2,278
170,110,110,3,6
170,110,110,4,0
170,110,110,5,0
170,110,110,6,64
170,110,110,7,0
170,110,110,8,0
170,110,110,9,0
170,110,110,10,0
170,110,110,11,0
170,110,110,12,0
170,110,110,13,0
170,110,110,14,1
170,110,110,0,3
170,111,111,1,165
170,111,111,2,367
170,111,111,3,13
170,111,111,4,2
170,111,111,5,0
170,111,111,6,152
170,111,111,7,0
170,111,111,8,0
170,111,111,9,0
170,111,111,10,1
170,111,111,11,0
170,111,111,12,1
170,111,111,13,1
170,111,111,14,1
170,111,111,0,0
170,112,112,1,158
170,112,112,2,215
170,112,112,3,7
170,112,112,4,0
170,112,112,5,0
170,112,112,6,197
170,112,112,7,0
170,112,112,8,0
170,112,112,9,0
170,112,112,10,0
170,112,112,11,0
170,112,112,12,0
170,112,112,13,0
170,112,112,14,1
170,112,112,0,0
170,113,113,1,223
170,113,113,2,241
170,113,113,3,32
170,113,113,4,1
170,113,113,5,1
170,113,113,6,194
170,113,113,7,1
170,113,113,8,0
170,113,113,9,1
170,113,113,10,1
170,113,113,11,0
170,113,113,12,0
170,113,113,13,1
170,113,113,14,0
170,113,113,0,2
170,114,114,1,149
170,114,114,2,237
170,114,114,3,14
170,114,114,4,7
170,114,114,5,0
170,114,114,6,237
170,114,114,7,2
170,114,114,8,0
170,114,114,9,3
170,114,114,10,0
170,114,114,11,1
170,114,114,12,1
170,114,114,13,0
170,114,114,14,1
170,114,114,0,6
170,115,115,1,152
170,115,115,2,140
170,115,115,3,20
170,115,115,4,0
170,115,115,5,1
170,115,115,6,126
170,115,115,7,0
170,115,115,8,1
170,115,115,9,0
170,115,115,10,2
170,115,115,11,0
170,115,115,12,2
170,115,115,13,1
170,115,115,14,3
170,115,115,0,1
170,116,116,1,242
170,116,116,2,246
170,116,116,3,35
170,116,116,4,1
170,116,116,5,1
170,116,116,6,232
170,116,116,7,1
170,116,116,8,0
170,116,116,9,1
170,116,116,10,0
170,116,116,11,1
170,116,116,12,1
170,116,116,13,1
170,116,116,14,2
170,116,116,0,1
170,117,117,1,234
170,117,117,2,274
170,117,117,3,11
170,117,117,4,0
170,117,117,5,2
170,117,117,6,179
170,117,117,7,0
170,117,117,8,0
170,117,117,9,0
170,117,117,10,0
170,117,117,11,0
170,117,117,12,1
170,117,117,13,1
170,117,117,14,4
170,117,117,0,1
170,118,118,1,207
170,118,118,2,232
170,118,118,3,20
170,118,118,4,2
170,118,118,5,1
170,118,118,6,143
170,118,118,7,0
170,118,118,8,0
170,118,118,9,0
170,118,118,10,0
170,118,118,11,0
170,118,118,12,0
170,118,118,13,0
170,118,118,14,0
170,118,118,0,0
170,119,119,1,232
170,119,119,2,216
170,119,119,3,7
170,119,119,4,0
170,119,119,5,0
170,119,119,6,167
170,119,119,7,0
170,119,119,8,0
170,119,119,9,0
170,119,119,10,1
170,119,119,11,0
170,119,119,12,0
170,119,119,13,1
170,119,119,14,2
170,119,119,0,1
170,120,120,1,205
170,120,120,2,245
170,120,120,3,26
170,120,120,4,0
170,120,120,5,0
170,120,120,6,180
170,120,120,7,1
170,120,120,8,1
170,120,120,9,0
170,120,120,10,0
170,120,120,11,2
170,120,120,12,1
170,120,120,13,0
170,120,120,14,3
170,120,120,0,3
170,121,121,1,166
170,121,121,2,211
170,121,121,3,25
170,121,121,4,0
170,121,121,5,2
170,121,121,6,281
170,121,121,7,2
170,121,121,8,1
170,121,121,9,1
170,121,121,10,1
170,121,121,11,1
170,121,121,12,1
170,121,121,13,0
170,121,121,14,1
170,121,121,0,1
170,122,122,1,99
170,122,122,2,399
170,122,122,3,14
170,122,122,4,1
170,122,122,5,6
170,122,122,6,267
170,122,122,7,0
170,122,122,8,0
170,122,122,9,0
170,122,122,10,0
170,122,122,11,0
170,122,122,12,1
170,122,122,13,0
170,122,122,14,4
170,122,122,0,0
170,123,123,1,302
170,123,123,2,392
170,123,123,3,25
170,123,123,4,2
170,123,123,5,3
170,123,123,6,269
170,123,123,7,1
170,123,123,8,0
170,123,123,9,0
170,123,123,10,0
170,123,123,11,0
170,123,123,12,1
170,123,123,13,1
170,123,123,14,2
170,123,123,0,2
170,124,124,1,293
170,124,124,2,208
170,124,124,3,25
170,124,124,4,0
170,124,124,5,2
170,124,124,6,140
170,124,124,7,0
170,124,124,8,0
170,124,124,9,1
170,124,124,10,0
170,124,124,11,0
170,124,124,12,0
170,124,124,13,0
170,124,124,14,1
170,124,124,0,3
170,125,125,1,172
170,125,125,2,207
170,125,125,3,15
170,125,125,4,0
170,125,125,5,7
170,125,125,6,182
170,125,125,7,1
170,125,125,8,0
170,125,125,9,0
170,125,125,10,0
170,125,125,11,1
170,125,125,12,0
170,125,125,13,0
170,125,125,14,2
170,125,125,0,2
170,126,126,1,384
170,126,126,2,259
170,126,126,3,8
170,126,126,4,1
170,126,126,5,4
170,126,126,6,122
170,126,126,7,1
170,126,126,8,0
170,126,126,9,0
170,126,126,10,0
170,126,126,11,0
170,126,126,12,1
170,126,126,13,2
170,126,126,14,2
170,126,126,0,0
170,127,127,1,162
170,127,127,2,400
170,127,127,3,40
170,127,127,4,0
170,127,127,5,71
170,127,127,6,270
170,127,127,7,4
170,127,127,8,0
170,127,127,9,0
170,127,127,10,0
170,127,127,11,3
170,127,127,12,1
170,127,127,13,1
170,127,127,14,2
170,127,127,0,7
170,128,128,1,97
170,128,128,2,243
170,128,128,3,24
170,128,128,4,4
170,128,128,5,0
170,128,128,6,206
170,128,128,7,0
170,128,128,8,1
170,128,128,9,1
170,128,128,10,1
170,128,128,11,1
170,128,128,12,1
170,128,128,13,0
170,128,128,14,2
170,128,128,0,1
170,129,129,1,146
170,129,129,2,273
170,129,129,3,20
170,129,129,4,1
170,129,129,5,4
170,129,129,6,238
170,129,129,7,0
170,129,129,8,1
170,129,129,9,0
170,129,129,10,0
170,129,129,11,0
170,129,129,12,2
170,129,129,13,3
170,129,129,14,3
170,129,129,0,2
170,130,130,1,147
170,130,130,2,341
170,130,130,3,22
170,130,130,4,1
170,130,130,5,0
170,130,130,6,264
170,130,130,7,5
170,130,130,8,0
170,130,130,9,0
170,130,130,10,0
170,130,130,11,0
170,130,130,12,1
170,130,130,13,0
170,130,130,14,0
170,130,130,0,5
170,131,131,1,19
170,131,131,2,438
170,131,131,3,11
170,131,131,4,2
170,131,131,5,0
170,131,131,6,97
170,131,131,7,0
170,131,131,8,0
170,131,131,9,0
170,131,131,10,1
170,131,131,11,0
170,131,131,12,1
170,131,131,13,0
170,131,131,14,0
170,131,131,0,1
170,132,132,1,140
170,132,132,2,149
170,132,132,3,16
170,132,132,4,1
170,132,132,5,0
170,132,132,6,113
170,132,132,7,0
170,132,132,8,0
170,132,132,9,0
170,132,132,10,1
170,132,132,11,0
170,132,132,12,4
170,132,132,13,1
170,132,132,14,1
170,132,132,0,1
170,133,133,1,143
170,133,133,2,86
170,133,133,3,19
170,133,133,4,1
170,133,133,5,0
170,133,133,6,140
170,133,133,7,1
170,133,133,8,0
170,133,133,9,0
170,133,133,10,1
170,133,133,11,1
170,133,133,12,0
170,133,133,13,0
170,133,133,14,1
170,133,133,0,2
170,134,134,1,12
170,134,134,2,455
170,134,134,3,5
170,134,134,4,0
170,134,134,5,0
170,134,134,6,88
170,134,134,7,0
170,134,134,8,0
170,134,134,9,0
170,134,134,10,0
170,134,134,11,0
170,134,134,12,1
170,134,134,13,0
170,134,134,14,1
170,134,134,0,0
170,135,135,1,6
170,135,135,2,221
170,135,135,3,5
170,135,135,4,0
170,135,135,5,0
170,135,135,6,72
170,135,135,7,0
170,135,135,8,0
170,135,135,9,0
170,135,135,10,0
170,135,135,11,1
170,135,135,12,0
170,135,135,13,0
170,135,135,14,0
170,135,135,0,2
170,136,136,1,71
170,136,136,2,257
170,136,136,3,31
170,136,136,4,1
170,136,136,5,1
170,136,136,6,206
170,136,136,7,1
170,136,136,8,0
170,136,136,9,0
170,136,136,10,0
170,136,136,11,2
170,136,136,12,1
170,136,136,13,0
170,136,136,14,1
170,136,136,0,1
170,137,137,1,83
170,137,137,2,215
170,137,137,3,9
170,137,137,4,3
170,137,137,5,1
170,137,137,6,189
170,137,137,7,0
170,137,137,8,0
170,137,137,9,0
170,137,137,10,0
170,137,137,11,1
170,137,137,12,2
170,137,137,13,0
170,137,137,14,1
170,137,137,0,2
170,138,138,1,124
170,138,138,2,148
170,138,138,3,15
170,138,138,4,2
170,138,138,5,2
170,138,138,6,207
170,138,138,7,1
170,138,138,8,2
170,138,138,9,0
170,138,138,10,1
170,138,138,11,0
170,138,138,12,2
170,138,138,13,1
170,138,138,14,3
170,138,138,0,1
170,139,139,1,171
170,139,139,2,364
170,139,139,3,19
170,139,139,4,2
170,139,139,5,1
170,139,139,6,315
170,139,139,7,2
170,139,139,8,5
170,139,139,9,0
170,139,139,10,0
170,139,139,11,0
170,139,139,12,1
170,139,139,13,1
170,139,139,14,1
170,139,139,0,3
170,140,140,1,109
170,140,140,2,203
170,140,140,3,24
170,140,140,4,0
170,140,140,5,0
170,140,140,6,183
170,140,140,7,0
170,140,140,8,0
170,140,140,9,0
170,140,140,10,0
170,140,140,11,2
170,140,140,12,0
170,140,140,13,0
170,140,140,14,1
170,140,140,0,2
170,141,141,1,149
170,141,141,2,233
170,141,141,3,14
170,141,141,4,0
170,141,141,5,1
170,141,141,6,191
170,141,141,7,1
170,141,141,8,0
170,141,141,9,0
170,141,141,10,0
170,141,141,11,0
170,141,141,12,1
170,141,141,13,1
170,141,141,14,2
170,141,141,0,1
170,142,142,1,229
170,142,142,2,203
170,142,142,3,12
170,142,142,4,1
170,142,142,5,3
170,142,142,6,255
170,142,142,7,2
170,142,142,8,0
170,142,142,9,0
170,142,142,10,1
170,142,142,11,1
170,142,142,12,4
170,142,142,13,0
170,142,142,14,6
170,142,142,0,2
170,143,143,1,205
170,143,143,2,299
170,143,143,3,41
170,143,143,4,0
170,143,143,5,1
170,143,143,6,241
170,143,143,7,0
170,143,143,8,0
170,143,143,9,0
170,143,143,10,0
170,143,143,11,0
170,143,143,12,0
170,143,143,13,1
170,143,143,14,1
170,143,143,0,3
170,144,144,1,121
170,144,144,2,217
170,144,144,3,59
170,144,144,4,2
170,144,144,5,0
170,144,144,6,240
170,144,144,7,2
170,144,144,8,0
170,144,144,9,0
170,144,144,10,1
170,144,144,11,2
170,144,144,12,2
170,144,144,13,0
170,144,144,14,1
170,144,144,0,3
170,145,145,1,285
170,145,145,2,268
170,145,145,3,29
170,145,145,4,0
170,145,145,5,0
170,145,145,6,213
170,145,145,7,0
170,145,145,8,0
170,145,145,9,0
170,145,145,10,0
170,145,145,11,0
170,145,145,12,2
170,145,145,13,0
170,145,145,14,3
170,145,145,0,5
170,146,146,1,76
170,146,146,2,165
170,146,146,3,15
170,146,146,4,0
170,146,146,5,3
170,146,146,6,178
170,146,146,7,1
170,146,146,8,0
170,146,146,9,0
170,146,146,10,0
170,146,146,11,0
170,146,146,12,1
170,146,146,13,1
170,146,146,14,0
170,146,146,0,0
170,147,147,1,86
170,147,147,2,140
170,147,147,3,10
170,147,147,4,1
170,147,147,5,1
170,147,147,6,127
170,147,147,7,0
170,147,147,8,0
170,147,147,9,0
170,147,147,10,0
170,147,147,11,0
170,147,147,12,1
170,147,147,13,0
170,147,147,14,1
170,147,147,0,0
170,148,148,1,169
170,148,148,2,404
170,148,148,3,17
170,148,148,4,0
170,148,148,5,0
170,148,148,6,306
170,148,148,7,0
170,148,148,8,0
170,148,148,9,1
170,148,148,10,0
170,148,148,11,0
170,148,148,12,1
170,148,148,13,0
170,148,148,14,0
170,148,148,0,3
170,149,149,1,69
170,149,149,2,271
170,149,149,3,12
170,149,149,4,2
170,149,149,5,0
170,149,149,6,165
170,149,149,7,0
170,149,149,8,2
170,149,149,9,0
170,149,149,10,0
170,149,149,11,0
170,149,149,12,0
170,149,149,13,0
170,149,149,14,0
170,149,149,0,0
170,150,150,1,159
170,150,150,2,287
170,150,150,3,11
170,150,150,4,1
170,150,150,5,1
170,150,150,6,201
170,150,150,7,1
170,150,150,8,0
170,150,150,9,0
170,150,150,10,0
170,150,150,11,0
170,150,150,12,3
170,150,150,13,0
170,150,150,14,0
170,150,150,0,5
170,151,151,1,123
170,151,151,2,106
170,151,151,3,19
170,151,151,4,0
170,151,151,5,0
170,151,151,6,193
170,151,151,7,0
170,151,151,8,1
170,151,151,9,0
170,151,151,10,1
170,151,151,11,0
170,151,151,12,0
170,151,151,13,0
170,151,151,14,3
170,151,151,0,3
170,152,152,1,88
170,152,152,2,203
170,152,152,3,43
170,152,152,4,3
170,152,152,5,5
170,152,152,6,241
170,152,152,7,1
170,152,152,8,0
170,152,152,9,0
170,152,152,10,0
170,152,152,11,0
170,152,152,12,2
170,152,152,13,0
170,152,152,14,0
170,152,152,0,1
170,153,153,1,134
170,153,153,2,108
170,153,153,3,14
170,153,153,4,0
170,153,153,5,1
170,153,153,6,153
170,153,153,7,1
170,153,153,8,1
170,153,153,9,0
170,153,153,10,0
170,153,153,11,0
170,153,153,12,0
170,153,153,13,0
170,153,153,14,0
170,153,153,0,1
170,154,154,1,0
170,154,154,2,0
170,154,154,3,0
170,154,154,4,0
170,154,154,5,0
170,154,154,6,0
170,154,154,7,0
170,154,154,8,0
170,154,154,9,0
170,154,154,10,0
170,154,154,11,0
170,154,154,12,0
170,154,154,13,0
170,154,154,14,0
170,154,154,0,0
170,154,154,1,166
170,154,154,2,188
170,154,154,3,11
170,154,154,4,1
170,154,154,5,1
170,154,154,6,192
170,154,154,7,0
170,154,154,8,0
170,154,154,9,0
170,154,154,10,1
170,154,154,11,0
170,154,154,12,2
170,154,154,13,0
170,154,154,14,2
170,154,154,0,2
170,155,155,1,0
170,155,155,2,0
170,155,155,3,0
170,155,155,4,0
170,155,155,5,0
170,155,155,6,0
170,155,155,7,0
170,155,155,8,0
170,155,155,9,0
170,155,155,10,0
170,155,155,11,0
170,155,155,12,0
170,155,155,13,0
170,155,155,14,0
170,155,155,0,0
170,155,155,1,158
170,155,155,2,163
170,155,155,3,20
170,155,155,4,0
170,155,155,5,0
170,155,155,6,203
170,155,155,7,1
170,155,155,8,0
170,155,155,9,0
170,155,155,10,0
170,155,155,11,1
170,155,155,12,1
170,155,155,13,0
170,155,155,14,1
170,155,155,0,2
170,156,156,1,158
170,156,156,2,222
170,156,156,3,14
170,156,156,4,2
170,156,156,5,1
170,156,156,6,343
170,156,156,7,0
170,156,156,8,2
170,156,156,9,0
170,156,156,10,1
170,156,156,11,0
170,156,156,12,3
170,156,156,13,0
170,156,156,14,1
170,156,156,0,5
170,157,157,1,138
170,157,157,2,330
170,157,157,3,20
170,157,157,4,1
170,157,157,5,1
170,157,157,6,332
170,157,157,7,0
170,157,157,8,1
170,157,157,9,2
170,157,157,10,0
170,157,157,11,0
170,157,157,12,3
170,157,157,13,1
170,157,157,14,3
170,157,157,0,2
170,158,158,1,246
170,158,158,2,94
170,158,158,3,21
170,158,158,4,0
170,158,158,5,0
170,158,158,6,124
170,158,158,7,0
170,158,158,8,0
170,158,158,9,2
170,158,158,10,0
170,158,158,11,0
170,158,158,12,0
170,158,158,13,0
170,158,158,14,0
170,158,158,0,2
170,159,159,1,174
170,159,159,2,255
170,159,159,3,29
170,159,159,4,1
170,159,159,5,0
170,159,159,6,226
170,159,159,7,0
170,159,159,8,0
170,159,159,9,0
170,159,159,10,0
170,159,159,11,0
170,159,159,12,2
170,159,159,13,0
170,159,159,14,2
170,159,159,0,4
170,160,160,1,131
170,160,160,2,129
170,160,160,3,18
170,160,160,4,0
170,160,160,5,0
170,160,160,6,311
170,160,160,7,2
170,160,160,8,0
170,160,160,9,0
170,160,160,10,1
170,160,160,11,0
170,160,160,12,2
170,160,160,13,0
170,160,160,14,2
170,160,160,0,4
170,161,161,1,166
170,161,161,2,190
170,161,161,3,26
170,161,161,4,0
170,161,161,5,0
170,161,161,6,176
170,161,161,7,2
170,161,161,8,0
170,161,161,9,0
170,161,161,10,1
170,161,161,11,0
170,161,161,12,2
170,161,161,13,0
170,161,161,14,0
170,161,161,0,2
170,162,162,1,136
170,162,162,2,198
170,162,162,3,31
170,162,162,4,2
170,162,162,5,2
170,162,162,6,278
170,162,162,7,1
170,162,162,8,0
170,162,162,9,0
170,162,162,10,0
170,162,162,11,0
170,162,162,12,2
170,162,162,13,2
170,162,162,14,3
170,162,162,0,1
170,163,163,1,183
170,163,163,2,284
170,163,163,3,29
170,163,163,4,0
170,163,163,5,0
170,163,163,6,272
170,163,163,7,0
170,163,163,8,1
170,163,163,9,1
170,163,163,10,0
170,163,163,11,1
170,163,163,12,1
170,163,163,13,0
170,163,163,14,1
170,163,163,0,5
170,164,164,1,140
170,164,164,2,257
170,164,164,3,26
170,164,164,4,5
170,164,164,5,1
170,164,164,6,313
170,164,164,7,0
170,164,164,8,1
170,164,164,9,2
170,164,164,10,1
170,164,164,11,1
170,164,164,12,1
170,164,164,13,0
170,164,164,14,4
170,164,164,0,1
170,165,165,1,141
170,165,165,2,255
170,165,165,3,36
170,165,165,4,0
170,165,165,5,1
170,165,165,6,285
170,165,165,7,3
170,165,165,8,0
170,165,165,9,0
170,165,165,10,0
170,165,165,11,0
170,165,165,12,1
170,165,165,13,0
170,165,165,14,1
170,165,165,0,1
170,166,166,1,136
170,166,166,2,246
170,166,166,3,21
170,166,166,4,2
170,166,166,5,0
170,166,166,6,213
170,166,166,7,0
170,166,166,8,0
170,166,166,9,0
170,166,166,10,0
170,166,166,11,0
170,166,166,12,2
170,166,166,13,0
170,166,166,14,0
170,166,166,0,5
170,167,167,1,115
170,167,167,2,243
170,167,167,3,33
170,167,167,4,0
170,167,167,5,1
170,167,167,6,230
170,167,167,7,1
170,167,167,8,0
170,167,167,9,0
170,167,167,10,1
170,167,167,11,0
170,167,167,12,0
170,167,167,13,0
170,167,167,14,2
170,167,167,0,5
170,168,168,1,147
170,168,168,2,300
170,168,168,3,23
170,168,168,4,2
170,168,168,5,0
170,168,168,6,302
170,168,168,7,3
170,168,168,8,0
170,168,168,9,0
170,168,168,10,0
170,168,168,11,0
170,168,168,12,1
170,168,168,13,0
170,168,168,14,0
170,168,168,0,3
170,169,169,1,88
170,169,169,2,241
170,169,169,3,20
170,169,169,4,0
170,169,169,5,0
170,169,169,6,244
170,169,169,7,0
170,169,169,8,0
170,169,169,9,2
170,169,169,10,0
170,169,169,11,1
170,169,169,12,0
170,169,169,13,1
170,169,169,14,2
170,169,169,0,2
170,170,170,1,112
170,170,170,2,143
170,170,170,3,15
170,170,170,4,1
170,170,170,5,0
170,170,170,6,165
170,170,170,7,0
170,170,170,8,0
170,170,170,9,0
170,170,170,10,0
170,170,170,11,0
170,170,170,12,0
170,170,170,13,0
170,170,170,14,2
170,170,170,0,2
170,171,171,1,94
170,171,171,2,197
170,171,171,3,19
170,171,171,4,0
170,171,171,5,0
170,171,171,6,242
170,171,171,7,0
170,171,171,8,0
170,171,171,9,0
170,171,171,10,0
170,171,171,11,0
170,171,171,12,0
170,171,171,13,0
170,171,171,14,1
170,171,171,0,2
170,172,172,1,85
170,172,172,2,214
170,172,172,3,11
170,172,172,4,0
170,172,172,5,2
170,172,172,6,203
170,172,172,7,1
170,172,172,8,0
170,172,172,9,1
170,172,172,10,0
170,172,172,11,0
170,172,172,12,1
170,172,172,13,2
170,172,172,14,2
170,172,172,0,4
170,173,173,1,116
170,173,173,2,181
170,173,173,3,6
170,173,173,4,0
170,173,173,5,0
170,173,173,6,131
170,173,173,7,0
170,173,173,8,0
170,173,173,9,0
170,173,173,10,0
170,173,173,11,0
170,173,173,12,0
170,173,173,13,1
170,173,173,14,1
170,173,173,0,5
170,174,174,1,139
170,174,174,2,268
170,174,174,3,16
170,174,174,4,0
170,174,174,5,0
170,174,174,6,202
170,174,174,7,0
170,174,174,8,0
170,174,174,9,0
170,174,174,10,0
170,174,174,11,0
170,174,174,12,0
170,174,174,13,2
170,174,174,14,0
170,174,174,0,3
170,175,175,1,123
170,175,175,2,130
170,175,175,3,15
170,175,175,4,0
170,175,175,5,0
170,175,175,6,132
170,175,175,7,0
170,175,175,8,1
170,175,175,9,0
170,175,175,10,0
170,175,175,11,0
170,175,175,12,0
170,175,175,13,1
170,175,175,14,0
170,175,175,0,2
170,176,176,1,188
170,176,176,2,182
170,176,176,3,11
170,176,176,4,1
170,176,176,5,0
170,176,176,6,196
170,176,176,7,1
170,176,176,8,1
170,176,176,9,0
170,176,176,10,0
170,176,176,11,0
170,176,176,12,0
170,176,176,13,0
170,176,176,14,1
170,176,176,0,2
170,177,177,1,180
170,177,177,2,238
170,177,177,3,24
170,177,177,4,0
170,177,177,5,1
170,177,177,6,251
170,177,177,7,0
170,177,177,8,0
170,177,177,9,1
170,177,177,10,0
170,177,177,11,1
170,177,177,12,0
170,177,177,13,0
170,177,177,14,2
170,177,177,0,7
170,178,178,1,165
170,178,178,2,189
170,178,178,3,10
