sl_no,ac_code,polling_station_no,total_electors,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,0,total_valid_votes,rejected_votes,total,tendered_votes
30,150,30,0,202,5,35,0,1,187,2,0,4,526,5,4,0,1,2,6,2,0,0,2,984,0,984,0,0,0,0,0,30,0
31,150,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,150,31,0,91,0,13,0,2,118,2,0,4,256,1,2,1,2,0,5,4,1,0,0,502,0,502,0,0,0,0,0,31,0
32,150,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,150,32,0,198,0,15,0,1,108,4,0,2,206,2,2,0,0,0,1,3,0,0,0,542,0,542,0,0,0,0,0,32,0
33,150,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,150,33,0,177,1,29,1,1,158,4,3,4,405,1,2,0,0,1,3,1,0,0,0,791,0,791,0,0,0,0,0,33,0
34,150,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,150,34,0,152,1,20,0,4,252,0,0,4,198,1,3,0,0,0,1,2,0,0,3,641,0,641,0,0,0,0,0,34,0
35,150,35,0,144,1,25,2,1,319,0,1,0,285,0,0,0,0,0,2,1,0,0,1,782,0,782,0,0,0,0,0,35,0
36,150,36,0,279,4,24,3,3,373,1,2,3,251,0,4,1,2,0,2,1,0,0,1,954,0,954,0,0,0,0,0,36,0
37,150,37,0,232,4,28,0,5,353,4,1,3,321,3,1,1,0,3,7,4,0,0,1,971,0,971,0,0,0,0,0,37,0
38,150,38,0,124,0,22,0,6,201,2,1,8,265,0,4,1,2,2,5,1,0,0,1,645,0,645,0,0,0,0,0,38,0
39,150,39,0,136,1,33,0,2,207,7,0,1,196,2,1,0,0,0,1,1,0,0,0,588,0,588,0,0,0,0,0,39,0
40,150,40,0,100,1,13,0,3,210,1,0,0,50,1,0,0,0,0,3,0,0,0,2,384,0,384,0,0,0,0,0,40,0
41,150,41,0,269,1,44,1,3,309,0,0,0,145,3,2,0,0,0,3,4,0,0,2,786,0,786,0,0,0,0,0,41,0
42,150,42,0,210,1,22,0,0,232,0,0,0,134,0,1,0,0,1,0,0,0,0,2,603,0,603,0,0,0,0,0,42,0
43,150,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,150,43,0,222,1,37,3,1,225,1,1,2,184,2,1,0,3,1,6,3,1,1,2,697,0,697,0,0,0,0,0,43,0
44,150,44,0,317,1,50,2,1,340,2,0,1,159,2,1,0,0,2,3,0,0,0,1,882,0,882,0,0,0,0,0,44,0
44,150,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,150,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
